smiles,class_label,xrn
C#C[C@]1(OC(=O)C(CC)CCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,NEG,5646191
CC(C)C(=O)Oc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O,POS,5646207
CCOC(=O)[C@@H](N/C=C/C(=O)OC)[C@@H](O)[C@@H]1O[C@H](c2ccccc2)OC[C@H]1O,NEG,5646235
C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,NEG,5646282
COc1ccc(-c2nn(-c3ccccc3)c(C(=O)c3ccccc3)c2C(=O)c2ccccc2)cc1,NEG,5646292
N#Cc1ccc(-c2nn(-c3ccccc3)c(C(=O)c3ccccc3)c2C(=O)c2ccccc2)cc1,NEG,5646304
CC(C)=CCC[C@]1(C)OC(=O)C23CC=C4C(=CC[C@H]5C(C)(C)[C@@H](O)CC[C@]45C)[C@]2(C)CC[C@@H]31,NEG,5646316
CC(C)CSC(SCC(C)C)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,NEG,5646369
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(Cl)S(=O)Cc1ccccc1,NEG,5646414
Cc1cc2c(c(C)c1CCO)C(=O)[C@](C)(CO)[C@@H]2O[C@@H]1OC[C@H](O)[C@H](O)[C@H]1O,POS,5646432
COc1c(Cc2ccccc2)cc(C(=O)CCc2ccccc2)c(O)c1Cc1ccccc1,NEG,5646437
C[C@]12C(=O)O[C@H](C=C3[C@@H]1[C@H](C(=O)O)[C@@]14CC(=O)[C@@](CI)(CC[C@@H]31)C4)[C@@H]2O,NEG,5646470
COC(=O)c1nc2c(N(C)C)ncnc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,POS,5646866
COC(=N)c1nc2c(N(C)C)ncnc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,POS,5646867
Cc1cn([C@H]2C[C@H](O)[C@@H](COS(=O)(=O)NC(=O)[C@H](C)N)O2)c(=O)nc1N,NEG,5646911
CC(=O)CC1(O)C(=O)c2c(O)cc(C)c3c4c(c(O)c(c23)C1=O)C(C)(C)[C@H](C)O4,POS,5646921
Cc1oc2c(O)c(O)c(C(c3ccccc3)c3ccccc3)cc2c(=O)c1-c1ccccc1,POS,5646978
CC(C)(C)OC1(C(C)(C)C)C=C(C(C)(C)C)C(=O)c2c1ccc1c2C(=O)C(C(C)(C)C)=CC1=O,POS,5647035
COc1cc2nc3occc3c(OC)c2cc1OCC(OC(C)=O)C(C)(C)O,POS,5647079
C#C[C@]1(OC(=O)CCC2CCC2)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,NEG,5647102
CCSC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,NEG,5647200
COC(=O)C12[C@@H]3C[C@]4(c5ccccc5N(C)[C@@H]4[C@@H]4C[C@H]1C(=C(C)C)CN34)[C@@H]2O,NEG,5647203
CC(=O)C(=C[C@H](O)[C@H](OC(=O)c1ccccc1)[C@H](O)COC(=O)c1ccccc1)C(C)=O,NEG,5647294
CCNC(=O)[C@H]1O[C@H](n2cnc3nc(Cl)nc(Cl)c32)[C@@H]2OC(C)(C)O[C@@H]21,NEG,5647370
CC(=O)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C4=CC(=O)N(C)C4)CC[C@]32O)C1,NEG,5647397
C#C[C@]1(OC(=O)CC2=CCCC2)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,NEG,5647413
COc1cc2oc(-c3c(OC)cc(O)c(OC)c3OC)cc(=O)c2c(O)c1OC,POS,5647418
CC1(C)O[C@@H]2[C@@H](COCc3ccccc3)C[C@@H](n3cnc4c(N)ncnc43)[C@@H]2O1,NEG,5647429
COC1/C(C(=O)c2ccccc2)=C(/C(=O)c2ccccc2)c2ccccc2C(=O)c2ccccc21,NEG,5647466
COc1cc2ccc(=O)oc2cc1O[C@@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]1O,POS,5647480
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34SSCC4=O)[C@H]12,NEG,5647533
CCc1cc(OC)c2c(c1)c(=O)oc1c3cccc(OC)c3c(OC(C)=O)cc12,POS,5647578
C/C=C(/C(=O)OC)[C@@H]1C[C@H]2OC(=O)[C@]1(C=O)[C@@]13CCN(C)[C@@]21N(C)c1ccccc13,POS,5647580
C[C@]12CC[C@H](OCC(O)CO)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C3=CC(=O)OC3)CCC[C@]12O,NEG,5647632
C[C@@]12C(=CC(=O)[C@@H]3O[C@@H]31)[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,NEG,5647633
CC(=O)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C4=CC(=O)CSC4)CC[C@]32O)C1,NEG,5647661
Cc1cc(C)c(C(=C(O)c2c3ccccc3cc3ccccc23)c2c(C)cc(C)cc2C)c(C)c1,POS,5647708
C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\COC(C)=O)C[C@@H](OC(=O)/C(=C/CO)CO)C12,NEG,5647765
CCOC(=O)C1=NN(c2ccc(F)cc2)C(N2CCOCC2)C1c1ccc(Cl)cc1,POS,5647856
CC(=O)C1=CC[C@H]2[C@]3(C)CC[C@H]4C(C)(C)CCC[C@]4(C)[C@H]3C[C@@H](OC(=O)CC(C)O)[C@]2(C)[C@H]1C=O,NEG,5647911
CS[C@H]1CC(=O)C=C2[C@@H]3C[C@@H]3[C@H]3[C@@H]4[C@@H]5C[C@@H]5[C@@]5(CCC(=O)O5)[C@@]4(C)CC[C@@H]3[C@]21C,NEG,5647924
c1ccc(-c2c/c(=N/c3cccc(/N=c4/cc(-c5ccccc5)ss4)n3)ss2)cc1,POS,5647936
Nc1cc(S(=O)(=O)O)c2ccc(S(=O)(=O)O)cc2c1S(=O)(=O)O,POS,5648210
COc1cc(CO/C=C/CO)cc(OC)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,NEG,5648321
COC(=O)C1=C(C(=O)OC)[C@@H]2O[C@H]1[C@H]1[C@@H]3C=CC4=CC(=O)O[C@]4(C=C3)[C@H]12,POS,5648420
C[C@@]12C(=O)O[C@]3(C=C[C@@H]1O)[C@@H]1CC[C@@]4(CI)C[C@@]1(CC4=O)[C@@H](C(=O)O)[C@@H]32,NEG,5648537
CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](OC(C)=O)CO[C@H]1N1C=CCC(C(N)=O)=C1,POS,5648557
Nc1nc(-c2ccco2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,POS,5648582
O=c1cc(Nc2cccc(Cl)c2)n(-c2cccc(Cl)c2)c(Nc2cccc(Cl)c2)c1,POS,5648647
COC(=O)[C@H]1O[C@@H](n2c(O)nc3c(Cl)nc(Cl)nc32)[C@@H]2OC(C)(C)O[C@@H]21,NEG,5648824
COc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1C(c1ccccc1)c1ccccc1,NEG,5648856
COc1c(O)ccc2c1C(=O)[C@@]1(c3cc4c(cc3CCN1C)OCO4)[C@@H]2O,POS,5648892
COCCOC(=O)c1ccc2c(c1)OCCOCCOCCOCCOCCO2,POS,5648902
C#C[C@]1(OC(=O)CCCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,NEG,5648960
C#C[C@]1(OC(=O)C2CC(CC)C2)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,NEG,5648962
COc1cc(OC)c(OC)c(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)c1,POS,5648986
COc1ccc(C2=CC3=NNC(=O)C3C(c3ccc4c(c3)OCO4)C2)c(O)c1,NEG,5649099
O=c1c(-c2ccccc2)coc2c(Cc3ccccc3)c(O)c(Cc3ccccc3)c(O)c12,POS,5649109
Cn1cc(C(=NNC(=O)c2ccccc2Cl)c2ccccc2Cl)c(=O)n(C)c1=O,NEG,5649119
COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1C(c1ccccc1)c1ccccc1,NEG,5649154
CCOC(=O)/C=C1\[C@@H]2OC(C)(C)O[C@@H]2[C@H](C)O[C@@H]1n1cc(C)c(=O)[nH]c1=O,NEG,5649287
Cc1ccc(C(=O)OC[C@H]2O[C@@H](Oc3ccncc3)C[C@@H]2OC(=O)c2ccc(C)cc2)cc1,NEG,5649315
CO[C@]1(C)[C@@H](OC(C)=O)CC2=C(C(=O)c3c(O)ccc(O)c3C2=O)[C@@H]1OC(C)=O,POS,5649361
COc1cc(OC)c(C(c2ccccc2)c2ccccc2)c(O)c1C(=O)/C=C/c1ccccc1,POS,5649366
COC(=O)[C@@H]1[C@H](C(=O)OC)[C@@H](C(=O)c2ccccc2)O[C@@H]1c1cccc2ccccc12,NEG,5649481
COC(=O)[C@@H]1[C@H](C(=O)OC)[C@H](c2ccc3ccccc3c2)O[C@H]1C(=O)c1ccccc1,NEG,5649506
C[C@@]12C(=CC(=O)C[C@@H]1C#N)[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,NEG,5649534
CC(=O)Oc1c(C(c2ccccc2)c2ccccc2)cc2c(=O)ccoc2c1OC(C)=O,POS,5649586
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@H]2S(=O)C(Cl)c1ccccc1,NEG,5649608
CCOC1=N[C@@H]2Cn3c4c(c(COC(N)=O)c3[C@@H]2S1)C(=O)C(N)=C(C)C4=O,POS,5649613
O[C@@H]1[C@@H](O)[C@H](OC/C=C/c2ccccc2)O[C@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@H]1O,NEG,5649651
CSC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,NEG,5649674
COC1=C(O)c2c(OC)c3c(c4c(C)cc(OC)c(c24)C1=O)OC(C)C3(C)C,POS,5649718
Cc1ccc(C(=O)N=C(N)c2ncn3c2NC[C@H]2O[C@@H]3[C@@H]3OC(C)(C)O[C@@H]32)cc1,POS,5649743
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(Cl)S(=O)Cc1ccccc1,NEG,5649818
C#C[C@]1(OC(=O)C2CCC(C)CC2)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,NEG,5649922
COC1(C)OC(=O)[C@@]2(O1)[C@@H](C)C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,NEG,5649947
C#C[C@]1(OC(=O)CC2CCCCC2)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,NEG,5650045
C#C[C@]1(OC(=O)CC/C=C/C#CCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,NEG,5650127
CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)c(O)cc1O,POS,5650138
C#C[C@]1(OC(=O)C=C=CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,NEG,5650142
O=c1ccn2c(n1)O[C@H]1[C@H](OC3CCCCO3)[C@@H](COC3CCCCO3)O[C@H]12,NEG,5650187
C#C[C@]1(OC(=O)C#CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,NEG,5650204
CC(=O)c1cc(Cc2ccccc2OCc2ccccc2)c(OCc2ccccc2)cc1O,NEG,5650218
CC(=O)c1ccc(OCc2ccccc2)c(Cc2ccccc2OCc2ccccc2)c1O,NEG,5650220
CO[C@@H]1[C@H](O)[C@H](OC)[C@@H](O)[C@H](OC(=O)c2cc(CC=C(C)C)c(O)c(CC=C(C)C)c2)[C@H]1O,NEG,5650310
Nc1nc(-c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,NEG,5650389
CC1=NN(c2ccccc2)C(=O)/C1=C(\c1ccc(N(C)C)cc1)N1CCOCC1,POS,5650436
CC(=O)C1=C(C(C)=O)[C@](C)(O)O[C@@]12C[C@]1(C(C)=O)C(C(C)=O)=C(C)O[C@]1(C)O2,NEG,5650513
C[C@H](N)C(=O)NS(=O)(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,NEG,5650515
CN(C)c1ncnc2c1nc(S(C)(=O)=O)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,POS,5650554
CC(=O)O[C@H]1C[C@H](n2cc(F)c(=O)[nH]c2=O)O[C@@H]1COP(N)(N)=O,NEG,5650636
C/C=C1/CN2CC[C@@]34c5ccccc5N(C)[C@]35OC(O)[C@@]4(OC(C)=O)[C@H]1CC25,POS,5650663
CC(=O)O[C@]1(C(=O)O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,NEG,5650665
O=C(O)C(/C=C(\Oc1ccccc1)c1ccccc1)n1c(-c2ccccc2)nc2ccccc21,NEG,5650829
COC(=O)c1nc(C)oc1Cc1oc2c(C(C)=O)c(O)c(C)c(O)c2c1C,POS,5650939
CCOC(=O)C1C(=O)C=C(c2ccc(OC)cc2O)CC1c1ccc(OC)cc1,POS,5650947
COc1cc(CC2C(=O)N(C(C)=O)CC(=O)N2C(C)=O)c(OC)c(C)c1OC,NEG,5650981
CCOC(=O)C(CC1=CCCCc2c(OC)noc21)(NC(C)=O)C(=O)OCC,NEG,5650988
COC(=O)CC[C@@]1(C(=O)OC)N[C@H](C(=O)OC)Cc2c1[nH]c1ccccc21,POS,5651039
COC(=N)c1c(C#N)ncn1[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](O)[C@H]1O,NEG,5651155
COc1cc(-c2oc3c(OC)c(OC)cc(O)c3c(=O)c2OC)c(O)cc1O,POS,5651233
COc1c(C)c2c3c(c1O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O)[C@@H](C)CC[C@@H]3[C@@H](C)C[C@@H]2C=C(C)C,NEG,5651297
COC(=O)[C@@H]1C(c2ccccc2)=CC(=O)[C@H]1[C@H]1C(=O)C=C(c2ccccc2)[C@@H]1C(=O)OC,NEG,5651309
COc1cc2ccc(=O)oc2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](OC(C)=O)[C@H]1O,POS,5651349
CCOC(=O)c1nc(C)oc1Cc1oc2c(C(C)=O)c(O)c(C)c(O)c2c1C,POS,5651397
COc1c(C)c(OC)c(OC)c2c1CCN(Cc1ccccc1)C2CNC(=O)C(C)=O,NEG,5651568
CN(C)c1ccc([C@H]2C[C@]3(C)[C@@]4(O)C=C[C@]3(CC4)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,POS,5651667
CCOC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,NEG,5651678
COc1cc2oc(-c3ccccc3)cc(=O)c2c(OC)c1C(c1ccccc1)c1ccccc1,POS,5651698
COc1c2c(cc3c1-c1c(cc4c(c1OC)OCO4)[C@H](O)[C@@H](C)[C@@H](C)C3)OCO2,NEG,5651721
COC(=O)[C@H](Cc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(O)c1)NC(C)=O,NEG,5651731
C#C[C@]1(OC(=O)CCCCC2CCC2)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,NEG,5651882
COC(=O)[C@H](Cc1ccc(O)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1)NC(C)=O,NEG,5651919
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(Cl)S(=O)CCc1ccccc1,NEG,5651980
COCOC[C@H]1O[C@@H](n2c(C#CCO)cc(=O)[nH]c2=O)[C@@H]2OC(C)(C)O[C@@H]21,NEG,5652001
Cn1cc(C(=NNC(=O)c2ccc(Cl)cc2)c2ccc(Cl)cc2)c(=O)n(C)c1=O,POS,5652040
CC(=O)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C4=CS(=O)CCO4)CC[C@]32O)C1,NEG,5652097
COC(=O)CC(C)(C)CC1=C2C=C[C@@H]3[C@@]4(C)CC[C@H](O)[C@](C)(CO)[C@@H]4CC[C@@]3(C)[C@]2(C)CCC1C,NEG,5652108
COC(=O)c1cc(CC(C(=O)OC)C(=O)OCC(Cl)(Cl)Cl)c(Br)c(=O)o1,POS,5652112
CCC(=O)O[C@]1(C(=O)SC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,NEG,5652134
O=C(/C=C(\C(=O)c1ccccc1)n1cnc2c1=C1C=CC=C[C@@H]1[C@H]1C=CC=CC=21)c1ccccc1,POS,5652142
C=C1C(=O)[C@@]23CC(=O)[C@@H]4C(C)(C)[C@@H](OC(C)=O)C[C@@H](OC(C)=O)[C@@]4(C)[C@@H]2[C@H](O)C[C@@H]1C3,NEG,5652159
CC(=O)/C=C/[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O,NEG,5652163
C#C[C@]1(OC(=O)C2CC(CCCC)C2)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,NEG,5652421
C#C[C@]1(OC(=O)CCCCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,NEG,5652462
CCCCCCCCCCCC(=O)OC1=C2CC[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]2(C)CCC1=O,NEG,5652496
C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(OC)OC,NEG,5652953
C[C@]12CC[C@H](OCc3ccccc3)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C3=CC(=O)OC3)CCC[C@]12O,NEG,5652989
COc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2=O)N(C)CC[C@@]341,POS,5653023
COc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H]([C@H]2O)N(C)CC[C@@]341,NEG,5653024
COc1ccc(C2=CC3=NNC(=O)C3C(c3ccc(OC)c(OC)c3)C2)c(O)c1,POS,5653121
Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(S(=O)(=O)O)c2c1N,POS,5653189
O=C(O)c1c([C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO)nn(-c2ccccc2)c1-c1ccccc1,NEG,5653306
Cc1ccc(C(=O)OC[C@H]2O[C@@H](Oc3ncccn3)C[C@@H]2OC(=O)c2ccc(C)cc2)cc1,NEG,5653328
CC(=O)CC(C)(C)NC(=S)N[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,NEG,5653650
COc1ccc(NC(=O)[C@@]23CC(C)=C(C)C[C@@H]2c2c(ccc4ccccc24)OC3=O)cc1,POS,5653687
C=C1C(=O)C2=C[C@H]1CCC(=O)[C@]1(C)[C@@H](OC(C)=O)C[C@H](OC(C)=O)C(C)(C)[C@H]1C[C@H]2O,NEG,5653761
C#C[C@]1(OC(=O)CC(C)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,NEG,5653772
CC[C@]12CCCN3CC[C@@]4(c5ccccc5N[C@@]4(C#N)[C@@](O)(C(=O)OC)C1)[C@@H]32,POS,5653775
CC1(C)O[C@H]2[C@H](COCc3ccccc3)[C@@H](O)[C@H](n3cnc4c(N)ncnc43)[C@H]2O1,NEG,5653837
COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)CC[C@](O)(C(C)=O)C4,POS,5653922
C/C=C1/COC(O)[C@]23C(=O)O[C@H](C[C@@H]12)[C@]12NCC[C@@]13c1ccccc1N2C,POS,5653973
C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)N3CCO[C@H]3C[C@H]21,NEG,5654105
C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)N3CCS[C@H]3C[C@H]21,NEG,5654106
COc1ccc(Nc2cc(=O)cc(Nc3ccc(OC)cc3)n2-c2ccc(OC)cc2)cc1,POS,5654251
C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)N3CCN[C@H]3C[C@H]21,NEG,5654260
C=C[C@@]1(C)CC[C@](C)(C(C)C)c2cc3c4c(c[nH]c4c21)C[C@@H](CO)NC(=O)[C@H](C(C)C)N3,NEG,5654288
COC(=O)c1c([C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO)nn(-c2ccccc2)c1-c1ccccc1,NEG,5654294
COCO[C@]1(C(=O)CSC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,NEG,5654322
CO[C@@H]1[C@H](O)[C@H](OC)[C@@H](O)[C@H](OC(=O)c2cc3c(c(CC=C(C)C)c2)OC(C)(C)C=C3)[C@H]1O,POS,5654436
CC(=O)Oc1ccc(/C=N/N(/C(=C/C(=O)c2ccccc2)C(=O)c2ccccc2)c2ccccc2)cc1,POS,5654447
COC(=O)c1ccc(/C=N/N(/C(=C/C(=O)c2ccccc2)C(=O)c2ccccc2)c2ccccc2)cc1,POS,5654448
C=C[C@@](C)(CC/C=C(\C)CC[C@]1(C)C(C)=CCC[C@H]1C)S(=O)(=O)CCNc1nc(C)cc(C)n1,POS,5654488
O=c1ccn([C@@H]2O[C@H](COC3CCCCO3)[C@@H](OC3CCCCO3)[C@@H]2O)c(=O)[nH]1,NEG,5654519
C#C[C@]1(OC(=O)CC2=CCCCC2)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,NEG,5654537
CO/C=C(C(=O)OC)\C(=C/C=C/c1ccc(OCC=C(C)C)c(OC[C@@H]2OC2(C)C)c1)CO,POS,5654539
COc1c(C(c2ccccc2)c2ccccc2)cc2c(=O)c(-c3ccccc3)c(C)oc2c1OC,POS,5654563
CNc1ncnc2c1nc(S(C)(=O)=O)n2[C@@H]1O[C@H](CO)[C@H]2OC(C)(C)O[C@H]21,POS,5654585
CCC(=O)O[C@]1(C(=O)O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,NEG,5654591
CC(=CC=[N+](C)C)N1c2cc(C)c(C)cc2N(C)c2[n-]c(=O)n(C)c(=O)c21,POS,5654815
CC(=O)Oc1c(C(c2ccccc2)c2ccccc2)cc2c(=O)cc(C)oc2c1OC(C)=O,POS,5654824
C/C=C1/c2c(ccc(OC)c2OC)C(=O)C12c1cc3c(cc1CCN2C)OCO3,POS,5654897
Nc1cc(S(=O)(=O)O)c(N)c2c(S(=O)(=O)O)ccc(S(=O)(=O)O)c12,POS,5654969
C/C=C1/CN2CC[C@]34c5ccccc5N(C)[C@@]23[C@@H](OC(C)=O)C[C@@H]1[C@@]4(CO)OC(C)=O,POS,5655042
Cc1cc2c(c(C)c1CCO)C(=O)C(C1OCCc3c1cc1c(c3C)C(=O)CC1)C2,POS,5655050
CCC12C=CCN(CCc3c(n(Cc4ccccc4)c4ccccc34)C(C(=O)OC)C1)C2,POS,5655058
CCC12C=CCN3CCC4(C(=C(C(=O)OC)C1)N(Cc1ccccc1)c1ccccc14)C32,POS,5655103
COc1cc(OC)c(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2O)cc1OC,POS,5655147
COC(O)C12C(C(=O)c3ccccc3)=C(C(=O)c3ccccc3)C(c3ccccc31)c1ccccc12,NEG,5655150
Cn1c(=O)c(C(c2ccccc2)c2c(O)c3ccccc3n(C)c2=O)c(O)c2ccccc21,POS,5655169
COc1cc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC)c(OC)cc1O,POS,5655212
O=C(O)c1c2ccccc2c(N=Nc2c3ccccc3c(C(=O)O)c3ccccc23)c2ccccc12,POS,5655216
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)COS(C)(=O)=O,NEG,5655239
COc1cc(/C=C2\NC(=O)C(Cc3cc(OC)c(OC)c(C)c3OC)NC2=O)ccc1C,POS,5655242
Cc1ccccc1CS(=O)[C@@]1(Cl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@@]21C,NEG,5655252
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(Cl)S(=O)(=O)Cc1ccccc1,NEG,5655256
COc1cc(-c2oc3cc(OC)c(OC)c(OC)c3c(=O)c2O)c(OC)cc1O,POS,5655292
COc1cc(-c2oc3cc(OC)c(OC)c(OC)c3c(=O)c2OC)c(O)cc1O,POS,5655306
CC(=O)Oc1ccc2c(c1)OCC(=O)Cc1cc(OC(C)=O)c(OC(C)=O)cc1-2,NEG,5655362
COc1cccc(OC)c1-c1cc(=O)c2c(OC)c(OC)c(OC)c(OC)c2o1,NEG,5655388
COc1ccc(CCC(=O)c2c(O)cc(OCC(=O)CC(=O)O)cc2O)cc1O,NEG,5655398
COc1cc(O)c(-c2oc3cc(OC)c(OC)c(OC)c3c(=O)c2O)cc1OC,POS,5655445
COC1(C)OC(=O)[C@@]2(O1)[C@H](C)C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,NEG,5655453
CSC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,NEG,5655462
CSC(=O)[C@@]1(OC(C)=O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,NEG,5655519
