smiles,xrn
[H][C@@]12C[C@@H](C)[C@@]3(O[C@@](C)(F)OC3=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,5778465
CC1=CC=C(C=C1)\N=N\C1=C(C)N=[N+]2C=NN(CC3=CC=CC=C3)C2=C1[O-],5778534
COC1=CC(=O)C(=CC1=O)C(CC1=CC(=O)C=C(OC)C1=O)C1=CC(OC)=C(OC)C=C1,5778585
COC1=C(OC)C2=C(C=C1)C=[N+]1CCC3=C(C=C4OCOC4=C3)C1=C2[O-],5778608
[H][C@@]12C[C@]3([H])C(=CO[C@@H](C)[C@]3([H])CN1CC[C@@]21CN(C(C)=O)C2=C1C=CC=C2)C(=O)OC,5778771
CCCCOC(=O)C(C(C(=O)OCCCC)C(=O)C1=CC=CC=C1)C(=O)C1=CC=CC=C1,5778856
[H][C@@]12CC[C@](O)([C@H](C)O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@H](CC[C@]12C)O[C@]1([H])O[C@H](C)C=C(OC)C1=O,5779026
COC(=O)[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H]1OC(C)=O)N1C=NC2=C1N=CN=C2Cl,5779067
[H][C@]12OC(=O)C(=C)[C@]1([H])CC\C(C=O)=C/CC\C(CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=C\2,5779184
[H][C@@]1(CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](OC(C)=O)C(C)(C)[C@]1([H])CC3)[C@H](C)\C=C\C(=O)C(C)C,5779321
COC1=C(C)C2=C([C@H](OC(C)=O)[C@H](CO2)C(C)=C)C2=C1C(=O)OC2OC(C)=O,5779387
CC1=C(\N=N\C2=CC=C(Cl)C=C2)C([O-])=C2N(CC3=CC=CC=C3)N=C[N+]2=N1,5779572
COC1=CC(OC)=C(C2=CC(=O)C3=C(O2)C=C(OC)C(OC)=C3OC)C(OC)=C1OC,5779638
COC1=CC=C(C(=O)\C=C\C2=CC(OCC3=CC=CC=C3)=C(OCC3=CC=CC=C3)C=C2)C(O)=C1,5779657
[H][C@]12CCN(C)[C@@]1([H])[C@]1([H])C3=C(C=C4OCOC4=C3)C(=O)O[C@@]1([H])[C@H](C2)OC(=O)CC(C)=O,5779678
COC1=C(OC(C)=O)C=CC(=C1)[C@H]1OC2=C(OC)C=C3C=CC(=O)OC3=C2O[C@@H]1C,5779727
C[C@@H]1O[C@@H]([C@@H](CC1=O)SC1=CC=CC=C1)N1C=NC2=C1C(=O)N(C)C(=O)N2C,5779778
CC(C)[C@@H]1N(C)C2=CC3=C(C4=C2C(C[C@@H](CO)NC1=O)=CN4)[C@](C)(CC[C@]3(C)C=C)C(C)C,5779837
CCC1=CC(C(O)=O)=C(C(OC)=C1)C1=C2OC(O)CC3=CC=C(O)C(C(OC)=C1)=C23,5779858
[H][C@@]12CC[C@@](OC(=O)C3CC(CCCCCC)C3)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],5779866
[H][C@@](C)(OC(C)=O)C1=C[C@]2(OC1=O)C=C[C@]1([H])C(CO[C@H](OC(C)=O)[C@]21[H])C(=O)OC,5779880
CCCCCC1=C(C)C(=O)C(C)=C(O1)[C@H](C)C(=O)[C@H](C)C1=C(C)C(=O)C(C)=C(CC)O1,5779938
O=C(\C=C(\N1C(=NC(=C1C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)C(=O)C1=CC=CC=C1)C1=CC=CC=C1,5779973
[H][C@]1(CCC(C)(C)O1)[C@]1(C)OC(=O)C23CC=C4C(=CC[C@@]5([H])C(C)(C)[C@@H](O)CC[C@]45C)[C@]2(C)CC[C@]13O,5780041
[H][C@]12C[C@]3([H])C(=CO[C@@H](O[C@]4([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@]3([H])C=C)C(=O)N1CCCCN2,5780068
[H][C@](NC(=O)[C@]1([H])CCCN1C(=O)C1=CC=C(Cl)C=C1)(C(C)C)C(=O)NC(C)(C)C(=O)OC,5780283
C\C(C)=C/CC(CC1=C(O)C=C(O)C2=C1OC(=C(O)C2=O)C1=C(O)C=C(O)C=C1)C(C)=C,5780337
COC1=CC(C=C)=CC(C(O)=O)=C1C1=C2OC(O)CC3=CC=C(O)C(C(OC)=C1)=C23,5780365
CC(=O)OC[C@H]1OC([C@H](OC(C)=O)[C@@H]1OC(C)=O)N1N=CC2=C1N=CNC2=O,5780677
COC(=O)C\[N+](CCC(=O)C1=CC=CC=C1)=C(\[O-])C1=C(C=C(C=C1C(C)C)C(C)C)C(C)C,5780716
[H][C@]12[C@H](O)C[C@](C)(OC(C)=O)[C@@]1([H])[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC=C2C(=O)OC,5781038
CCOC(=S)S[C@@H]1OC[C@@H](OCC2=CC=CC=C2)[C@H](OCC2=CC=CC=C2)[C@H]1OCC1=CC=CC=C1,5781080
COC1=CC2=C(C=C1)C(=O)CC(O2)C1=CC(OCC2=CC=CC=C2)=C(OCC2=CC=CC=C2)C=C1,5781178
[H][C@@]12CC(C)(C)[C@@H]3C[C@@]1([C@@H](O)C[C@]1(C)C2=CC[C@]2([H])[C@@]4(C)C[C@H](O)[C@H](O)[C@@](C)(CO)[C@]4([H])CC[C@@]12C)C(=O)O3,5781478
[H][C@@]1(CC[C@@]2([H])[C@]3([H])C[C@H]4O[C@]44[C@@H](O)[C@@H](CC(=O)[C@]4(C)[C@@]3([H])CC[C@]12C)OC)[C@H](C)[C@]1([H])OC(=O)C(=C)C(C)=C1,5781498
COC(=O)[C@H]1O[C@@H](SC2=NC=CC(=O)N2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,5781535
[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@H]([C@@H](C[C@]34O)OC(C)=O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)OC(C)=O,5781991
CC(=C)C(C\C=C(/C)C)CC1=C(O)C(C\C=C(/C)C)=C(O)C2=C1O[C@@H](CC2=O)C1=C(O)C=C(O)C=C1,5782120
COC1=C(OC)C2=C(C=C1)[C@H](O)[C@@]1(NCCC3=C1C=C1OCOC1=C3)C2(OC)OC,5782122
OC1=C(C(C2=CC=CC=C2)C2=CC=CC=C2)C(O)=C2C(=O)C=COC2=C1C(C1=CC=CC=C1)C1=CC=CC=C1,5782323
COC(=O)[C@H]1O[C@@H](SC2=NC(=O)NC=C2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,5782417
COCOC[C@H]1O[C@H]([C@@H]2OC(C)(C)O[C@H]12)N1C(=O)NC(=O)C=C1C(=O)C1=CC=CO1,5782418
OC[C@H]1O[C@@H](OC2=C(O)C=CC3=C2OC=C(C3=O)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,5782427
[H][C@@]12C[C@]3([H])C(=CO[C@@H](C)[C@@]3([H])CN1CCC1=C2NC2=CC(OC)=CC=C12)C(=O)OCCN(CC)CC,5782431
CC(=O)OC[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H]1OC(C)=O)N1C=NC2=C1N=CN[C@H]2CO,5782449
[H][C@]12C[C@]3([H])C(=CO[C@@H](O[C@]4([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@]3([H])C=C)C(=O)N1[C@@H](CS2)C(O)=O,5782699
COC1=C(OC)C(OC)=C(OC)C(=C1)C1=CC(=O)C2=C(O1)C(OC)=C(OC)C(OC)=C2OC,5782798
[H][C@]12[C@H]3O[C@H](C(C(=O)OC)=C3C(=O)OC)[C@@]1([H])[C@]13OC(=O)C(C(=O)OC)=C1C=C[C@H]2C=C3,5782868
[H][C@]1(CC[C@@]([H])(O1)[C@@]1([H])CC[C@]([H])(O1)[C@@H](O)CCCCCCCCCC[C@H](O)CC1=C[C@@H](C)OC1=O)[C@H](O)CCCCCCCCCC,5782991
[H][C@@]12CC=C3C(=CC[C@@]4(COC(C)=O)[C@@]3(C)CC[C@]4(O)[C@@](C)(O)CCCC(C)C)[C@@]1(C)CC[C@H](OC(C)=O)C2(C)C,5783071
O[C@@H]1CO[C@@H](O[C@H]2[C@H](OC3=C(C2=O)C(O)=CC(O)=C3)C2=CC=C(O)C(O)=C2)[C@H](O)[C@H]1O,5783159
CC(=O)OC[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H]1OC(C)=O)N1C=NC2=C1N=C(Cl)N=C2N,5783194
CC(=O)OC[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H]1OC(C)=O)N1C=NC2=C1N=CN=C2CO,5783260
[H][C@@]12C[C@H](C[C@H]3NCCC4=CC(O)=C(OC)C=C34)[C@@H](CC)CN1CCC1=CC(OC)=C(O)C=C21,5783329
[H][C@]12CCC(=O)[C@@H](C)[C@]1(C)[C@H](C[C@]1(C)O[C@]3(COC(=O)C3)C[C@H](OC(C)=O)[C@]21C)OC(=O)C1=CC=CC=C1,5783453
[H][C@]1(O[C@H](CO)[C@@H](O)[C@H]1O)N1C(=O)NC2=C(N=C(C3=CC=CC=C3)C(=N2)C2=CC=CC=C2)C1=O,5783466
COC(=O)[C@H]1O[C@@H](SC2=NC=C(Cl)C(=O)N2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,5783496
COC(=O)[C@H]1O[C@@H](SC2=NC=C(Br)C(=O)N2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,5783497
COC(=O)[C@H]1O[C@@H](SC2=NC=C(I)C(=O)N2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,5783498
OC[C@H]1O[C@@H](OC2=C3OC(=CC(=O)C3=C(O)C=C2O)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,5783536
COC(=O)[C@H]1O[C@@H](OC(C(N)=O)C2=CC=CC=C2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,5783543
COC(=O)C1=COC(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C2C1C=C[C@]21OC(=O)C(=C1)[C@H](C)O,5783784
CCOC(=O)C1=CC=C(C=C1)\N=N\C1=C([O-])C2=[N+](C=NN2CC2=CC=CC=C2)N=C1C,5783800
COC(=O)[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O)N1C=C(F)C(=O)NC1=O,5783849
COC(=O)[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O)N1C=C(Cl)C(=O)NC1=O,5783850
COC(=O)[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O)N1C=C(Br)C(=O)NC1=O,5783851
COC(=O)[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O)N1C=C(I)C(=O)NC1=O,5783852
[H][C@@](O)(COC(C)=O)[C@]([H])(OC(C)=O)[C@]([H])(OC(C)=O)C1=CC(=NN=C1C(=O)OC)C(=O)OC,5783979
[H][C@](OC(C)=O)(C(=O)COC(C)=O)[C@]([H])(OC(C)=O)C1=CC(=NN=C1C(=O)OC)C(=O)OC,5783981
O[C@@H]1[C@@H](COC(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)O[C@@H]2[C@H]1OC1=CC(=O)NC(=O)N21,5784174
[H][C@@]12C[C@H](C[C@H]3NCCC4=C3NC3=CC=C(O)C=C43)[C@@H](CC)CN1CCC1=C2C=C(O)C(OC)=C1,5784332
[H][C@@]12C[C@H](C[C@H]3NCCC4=C3NC3=C4C=C(O)C=C3)[C@@H](CC)CN1CCC1=C2C=C(OC)C(O)=C1,5784334
[H][C@@]12CO[C@@H](C3=CC=C(O)C(OC)=C3)[C@]1([H])CO[C@H]2C1=CC(OC)=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1,5784427
[H][C@]12[C@@H](CC[C@]1(CO)CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CC[C@H](OC(=O)C=CC4=CC=C(O)C(O)=C4)C(C)(C)[C@]3([H])CC[C@@]12C)C(C)=C,5784432
[H][C@@]12CC[C@]3(C)[C@]([H])(C=CC4=C(CC(C)(C)CC(=O)OC)C(C)CC[C@@]34C)[C@@]1(C)CC[C@H](OC(C)=O)[C@]2(C)COC(C)=O,5784508
CCC[C@@H]1OC(=O)[C@@H](C)C[C@H](C)CCCCCC[C@@H](CC)\C=C\C=C(COC)\CC[C@@H](O)[C@@H](O)C[C@H](O)CNC1=O,5784553
COC(=O)[C@H]1O[C@@H](SC2=NC(=O)NC=C2F)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,5784561
COC(=O)[C@H]1O[C@@H](SC2=NC(=O)NC=C2Cl)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,5784562
COC(=O)[C@H]1O[C@@H](SC2=NC(=O)NC=C2Br)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,5784563
COC(=O)[C@H]1O[C@@H](SC2=NC(=O)NC=C2I)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,5784564
[H][C@@](C)(CC(=O)C[C@@H](C)C(O)=O)[C@@]1([H])C[C@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)C1C[C@@H]3O,5784595
[H][C@]12CO[C@H](C3=CC=C(OC)C(OC)=C3)[C@@]1([H])CO[C@@H]2C1=CC(OC)=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1,5784710
[H][C@@]1(CC(=O)[C@@]2(C)C3=C(C(=O)[C@@H](OC(C)=O)[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@]1([H])CC3=O)[C@H](C)CCC(=O)OC,5784821
CCC[C@@H]1OC(=O)[C@@H](C)C[C@@H](C)CCCCCCCCC(C)\C=C\C=C(COC)\CC[C@@H](O)[C@@H](O)C[C@H](O)CNC1=O,5784831
COC(=O)[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O)N1C(=O)NC=C(F)C1=O,5784851
[H][C@@]12OC(C)(C)[C@@H](CC(=C1C[C@]1(C)CCC3=C(O1)C(C)=CC(OC(C)=O)=C3)C(=O)CCCC2(C)C)OC(C)=O,5784886
[H][C@]12[C@H]3O[C@H](C(C(=O)OC)=C3C(=O)OC)[C@@]1([H])[C@]13OC(=O)C(C(=O)OC)=C1C=C(Cl)[C@H]2C=C3,5784902
COC1=C(OC(C)=O)C=CC(=C1)[C@H]1OC2=C(OC)C=C3C=CC(=O)OC3=C2O[C@@H]1COC(C)=O,5785171
[H][C@]12[C@H]3O[C@H](C(C(=O)OC)=C3C(=O)OC)[C@@]1([H])[C@]13OC(=O)C(C(=O)OC)=C1C=C(OC)[C@H]2C=C3,5785183
COC(=O)C1=NN=C(C(=O)OC)C2=C1O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@@H]2OC(C)=O,5785206
CCC[C@@H]1OC(=O)[C@@H](C)C[C@H](C)CCCCCCCCC(CC)\C=C\C=C(COC)\CC[C@@H](O)[C@@H](O)C[C@H](O)CNC1=O,5785420
OC1=CC(CC2C3=C(C=C(O)C(O)=C3)C(CC3=CC(O)=CC(O)=C23)C2=CC=C(O)C(O)=C2)=CC(O)=C1,5785472
[H][C@@](COC(C)=O)(OC(C)=O)[C@]([H])(OC(C)=O)[C@@H]1C=NN(C(C)=O)C2=C1C(=O)N(C)C(=O)N2C,5785512
COC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)C=C2OC(=O)C=CC2=C1,5785611
CCC1OC(=O)CC(O)C(C)C2OC(O)CC2CC(C)C(=O)\C=C\C(C)=C\C1COC1OC(C)C(O)C(OC)C1OC,5785812
OC1=C(C(C2=CC=CC=C2)C2=CC=CC=C2)C(O)=C2C(=O)C=C(OC2=C1C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,5785831
CC1=CC=C(C=C1)C(=O)OC[C@H]1O[C@@H](C[C@@H]1OC(=O)C1=CC=C(C)C=C1)N1C=CC2=C1N=C(Cl)N=C2Cl,5785871
[H][C@@]12C[C@H](O)C3=C(C(=O)[C@@H](O)[C@]4(C)[C@H](CC(=O)[C@@]34C)C(C)CC(=O)CC(C)C(O)=O)[C@@]1(C)CC[C@H](O)C2(C)C,5785938
[H][C@](COC(C)=O)(OC(C)=O)[C@@]([H])(OC(C)=O)[C@@]([H])(OC(C)=O)C(SCC)N1C=C(F)C(=O)NC1=O,5785941
[H][C@@]12CC[C@]3(C)[C@]([H])(C=CC4=C5CC(C)(C)CC[C@]5(CO)[C@@H](O)C[C@@]34C)[C@@]1(C)CC[C@H](O[C@@H]1O[C@H](C)[C@H](O)[C@H](O)[C@H]1O)[C@@]2(C)CO,5786044
COC1=CC(\C=C\C(=O)O[C@@H]2[C@H](O)C[C@](O)(C[C@H]2OC(=O)\C=C\C2=CC(O)=C(O)C=C2)C(O)=O)=CC(OC)=C1O,5786053
O[C@H]1[C@H](OC2=CC3=C(C=C2)C2(OC(=O)C4=C2C=CC=C4)C2=C(O3)C=C(O)C=C2)O[C@@H]([C@@H](O)[C@@H]1O)C(O)=O,5786068
COC1=NC2=C(C=CN2[C@@H]2C[C@H](OC(=O)C3=CC=C(C)C=C3)[C@@H](COC(=O)C3=CC=C(C)C=C3)O2)C(Cl)=N1,5786102
CCOC(=O)C1=C(N)N(N=C1NC1=CC=CC=C1)N1N=C(NC2=CC=CC=C2)C(C(=O)OCC)=C1N,5786116
CCC[C@@H]1OC(=O)[C@@H](C)C[C@H](C)CCCCC(O)CCCC(CC)\C=C\C=C(COC)\CC[C@@H](O)[C@@H](O)C[C@H](O)CNC1=O,5786134
CCOC(=O)N[C@H]1CN2C([C@@H]1SC(=O)OCC)=C(CSC(=O)OCC)C1=C2C(=O)C(C)=C(N)C1=O,5786142
[H][C@]1(CCCN1C(=O)OCC1=CC=CC=C1)C(=O)N1[C@@]([H])(CC(C)C)C2=C(C[C@]1([H])C(=O)OC)C1=CC=CC=C1N2,5786172
[H][C@](NC(=O)[C@]1([H])CCCN1C(=O)C1=CC=C(Cl)C=C1)(C(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)OC,5786188
[H][C@](COC(C)=O)(OCSC)[C@]([H])(OC(C)=O)[C@]([H])(OC(C)=O)C1=CC(=NN=C1C(=O)OC)C(=O)OC,5786193
CC(C)C1OC(=O)C2=CCCN2C(=O)C2=COC(C[C@@H](O)CC(O)\C=C(C)\C=C\CNC(=O)\C=C\C1C)=N2,5786438
CC(C)C1OC(=O)C2=CCCN2C(=O)C2=COC(C[C@@H](O)CC(=O)\C=C(C)\C=C\CNC(=O)\C=C\C1C)=N2,5786442
CCNC(=O)[C@H]1O[C@@H]([C@H](OC(=O)C2=CC=CC=C2)[C@@H]1OC(=O)C1=CC=CC=C1)N1C=NC2=C1N=C(Cl)N=C2Cl,5786543
[H][C@@]12C[C@H](OC(C)=O)[C@]3([H])[C@]4(C[C@@]14CC[C@]1(C)\C(C(=O)C[C@@]21C)=C(/C)CC[C@H](OC(C)=O)C(C)(C)O)CC[C@H](OC(C)=O)C3(C)C,5786576
[H][C@]12[C@@H](CC[C@@]1(CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CC[C@H](OC(=O)\C=C\C4=CC(O)=C(O)C=C4)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O)C(C)=C,5786581
NC1=NC=NC2=C1N=CN2[C@@H]1OC2=CC(OC2[C@H]1OC(=O)C1=CC=CC=C1)(C(O)C(O)=O)C(O)=O,5786582
CCOC(=O)C(\C#N)=C(/NC1=CC=CC=C1)N=NN1N=C(NC2=CC=CC=C2)C(C(=O)OCC)=C1N,5786676
[H][C@]12C3=CCC4[C@@]5(C)C[C@@H](O)[C@H](OC(=O)\C=C\C6=CC=C(O)C=C6)C(C)(C)C5CC[C@@]4(C)[C@]3(C)CC[C@]1(CC[C@@H](C)[C@@]2(C)O)C(O)=O,5786763
C[C@H](CC1=CC=CC=C1)NC1=NC=NC2=C1C=NN2C1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,5786833
[H][C@]12CC[C@]3([H])[C@]([H])(C(=O)C[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)C[C@@H](O)[C@@H](C2)O[C@@H]1O[C@H](C)[C@H](O)[C@H](OC)[C@H]1O,5786971
CSC1=NC(N[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)=C(C(C)=O)C(=O)N1,5787250
[H][C@]12OCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CC1=CC=C(O)C=C1)OC)C(O)=O,5787267
[H][C@]12CC[C@]3([H])[C@]([H])(C(=O)C[C@]4(C)C(=CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)C[C@@H](O)[C@@H](C2)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5787396
[H][C@]1(OC2=C(C(O)=CC(O)=C2)C(=O)[C@@]1([H])[C@]1([H])C(=O)C2=C(O[C@]1([H])C1=CC=C(OC)C=C1)C=C(O)C=C2O)C1=CC=C(O)C=C1,5787402
COC1=NC(N)=NC2=C1C=CN2[C@@H]1O[C@H](COCC2=CC=CC=C2)[C@@H](OCC2=CC=CC=C2)[C@@H]1OCC1=CC=CC=C1,5787414
[H][C@]12O[C@@]11[C@@](C)(CC[C@]3([H])[C@@]45COC(=O)C[C@]4([H])OC(C)(C)[C@@]5([H])[C@@H](OC(C)=O)C(=O)[C@@]13C)[C@@H](OC2=O)C1=COC=C1,5787440
CSC1=NC(N[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)=CC(OC(C)=O)=N1,5787474
[H][C@@]12CC(=O)C3=C(C(=O)[C@@H](OC(C)=O)[C@]4(C)[C@H](CC(=O)[C@@]34C)C(C)CC(=O)CC(C)C(O)=O)[C@@]1(C)CCC(=O)C2(C)C,5787485
CCOC(C[C@H]1C[C@@H](C)[C@@H](O)\C=C\C(C)=C\[C@H](CO)[C@@H](CC)OC(=O)C[C@@H](O)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)[C@@H](O)[C@@H]([C@H]1O)N(C)C)OCC,5787594
[H][C@]1(OC2=C(C(O)=CC(O)=C2)C(=O)[C@@]1([H])[C@@]1([H])C(=O)C2=C(O[C@]1([H])C1=CC=C(OC)C=C1)C=C(O)C=C2O)C1=CC=C(OC)C=C1,5787621
COC1=CC(C=C)=CC2=C1C1=C(OC2=O)C2=C(C(O)=CC=C2[C@H]2O[C@H](C)[C@@H](OC(C)=O)[C@H]([C@@H]2O)N(C)C)C(OC)=C1,5787640
CO[C@@H](CC[C@H](C)[C@H]1O[C@@]23C[C@H](OC(=O)C[C@@H](OC(=O)\C=C(/O2)C(C)(O)CC3(C)C)[C@@H](C)O)[C@@H]1C)C1=CC=CC(O)=C1,5787651
OC1=CC(OC2=C(OC3=C(O)C=C(O)C=C3O)C=C(O)C3=C2OC2=C(O3)C=C(O)C=C2O)=CC(O)=C1,5787685
[H][C@]12OC(C)(C)O[C@@]1([H])[C@H](O[C@H]2N1C=NC2=C1N=C(N=C2Cl)N1C(Cl)=NC2=NC=NC2=C1Cl)C(=O)OC,5787784
[H][C@@](C)(NC(=O)C(C)(C)NC(=O)[C@]1([H])CCCN1C(=O)C1=CC=C(Cl)C=C1)C(=O)NC(C)(C)C(=O)N[C@@]([H])(C)C(=O)OC,5787847
[H][C@@](COC(C)=O)(OC(C)=O)[C@]([H])(OC(C)=O)C(C=NN(C(C)=O)C1=CC=CC=C1)=NN(C(C)=O)C1=CC=CC=C1,5787873
[H][C@](O)(CC)[C@@]1([H])COC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H]([C@H]2O)N(C)C)[C@@H](CC(OCC)OCC)C[C@@H](C)[C@@H](O)\C=C\C(C)=C\1,5787948
CC1=CC(C([C@@H](C1)C1=CC=C(O)C=C1O)C(=O)C1=CC=C(O)C=C1O)C1=C(O)C=C(C=C1O)C1=CC2=C(O1)C=C(O)C=C2,5787976
[H][C@@]12CC(C)(C)[C@@H](OC(=O)C(\C)=C/C)[C@H](OC(=O)C(\C)=C/C)[C@]1(CO)[C@H](O)[C@H](O)[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C,5788179
CC(C)COC(=S)S[C@@H]1O[C@H](COCC2=CC=CC=C2)[C@@H](OCC2=CC=CC=C2)[C@H](OCC2=CC=CC=C2)[C@H]1OCC1=CC=CC=C1,5788185
[H][C@]1(CCC2=CC=C(O)C=C2)CC(=O)C[C@]([H])(C[C@]2([H])C(=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@]2([H])C=C)C(=O)OC)O1,5788207
[H][C@@]12C[C@H](O[C@@H]3O[C@H](COC(=O)CC4=CC=C(O)C=C4)[C@@H](O)[C@H](O)[C@H]3O)C(=C)[C@]1([H])[C@@]1([H])OC(=O)C(=C)[C@]1([H])[C@@H](O)CC2=C,5788229
[H][C@@]12CCOC(=O)C1=CO[C@@H](O[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O)[C@]2([H])[C@@H](O)CO,5788366
[H][C@](COC(C)=O)(OC(C)=O)[C@]([H])(OC(C)=O)[C@]([H])(OC(C)=O)C(\C=N\N(C(C)=O)C1=CC=CC=C1)=N\NC1=CC=CC=C1,5788410
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@H](C=C)[C@@H]1CCO,5788412
O[C@@H]1[C@H](O)[C@@H](OC2=CC3=C(OC(CCC4=CC=CC=C4)=CC3=O)C=C2)C2=C(OC(CCC3=CC=CC=C3)=CC2=O)[C@H]1O,5788414
CC(C)C1NC(=O)C(C)NC(=O)C(CC2=CC=CC=C2)N(C)C(=O)C2CCCN2C(=O)C2=CC=CC=C2NC1=O,5788430
[H][C@@]1(CCC2=C(C(OC)=C(OC)C(OC)=C2)C(OC(=O)C2=CC=CC(Cl)=C2)(C2CC(=O)C(OC)=C2)C1=O)NC(C)=O,5788569
[H][C@]1(O[C@@](C[C@H](O)[C@H]1NC(C)=O)(OC[C@H]1O[C@H]([C@@H]2OC(C)(C)O[C@H]12)N1C=CC(=O)NC1=O)C(O)=O)[C@H](O)[C@H](O)CO,5788638
COC1=CC2=C(C(O)=C3C(=O)C=C(C)C(=O)C3=C2C2=C(OC)C=C(OC)C3=C2C=C2C[C@](C)(O)CC(=O)C2=C3O)C(OC)=C1,5788670
[H][C@](COC(C)=O)(OC(C)=O)[C@@]([H])(OC(C)=O)[C@]([H])(OC(C)=O)[C@@]([H])(OC(C)=O)[C@@H](SC)N1C=NC2=C1N=CN=C2Cl,5788699
