canon,n_solvents,lmax_min,lmax_max,lmax_median,span_nm
C/C=C/C=C/C1=N/C(=C\c2ccc(O)cc2)C(=O)N1C,2,421.0,425.0,423.0,4.0
c1ccc(-c2c3c(c(-c4ccccc4)c4cc5ccccc5cc24)Cc2c(c(-c4ccccc4)c4cc5ccccc5cc4c2-c2ccccc2)C3)cc1,5,388.0,392.0,389.0,4.0
c1cc2c3c(cccc3c1)NC(c1ccc3ccc4cccc5ccc1c3c45)N2,4,340.0,344.0,342.5,4.0
CSc1ccc2c(c1)N(CCCN1CCN(C)CN1C)c1ccccc1S2,3,312.0,316.0,314.0,4.0
C[C@]12C(=O)NC(=O)N([C@H]3CC(O)[C@@H](CO)O3)[C@H]1[C@H]1Oc3cc4oc(=O)ccc4cc3[C@H]12,5,325.0,329.0,327.0,4.0
Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2cc3cc(N(C)C)c4ccccc4c3c3c2ccc2ccccc23)c(C)c1,5,429.0,433.0,431.0,4.0
COc1cccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)c1,2,373.0,377.0,375.0,4.0
NCc1ccc2ccc3cccc4ccc1c2c34,4,340.0,344.0,341.5,4.0
COc1ccc2c3c(OC)c4ccccc4c(OC)c3n(C)c2c1,4,392.0,396.0,392.5,4.0
CCOC(=O)C1=CN(c2ccccc2)C=CC1c1ccccc1,2,344.0,348.0,346.0,4.0
c1ccc2c(-n3c4ccccc4c4ccccc43)cccc2c1,9,321.0,325.0,323.0,4.0
c1ccc(C2=C(c3ccccc3)c3cccc4c5c(cc(c34)O2)=NC2CCCCC2N=5)cc1,2,431.0,435.0,433.0,4.0
COC(=O)c1cc(=O)n(Cc2ccccc2)c2cc(-c3ccc(N(C)C)cc3)sc12,2,432.0,436.0,434.0,4.0
COC(=O)c1cc(=O)n(Cc2ccccc2)c2cc(-c3ccc(OC)cc3)sc12,2,400.0,404.0,402.0,4.0
COc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,9,324.0,328.0,326.0,4.0
COc1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,5,330.0,334.0,331.0,4.0
N#Cc1cnc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)nc1,2,390.0,394.0,392.0,4.0
COCCOCCOCCOc1ccc(OCCOCCOCCOC)c(C=O)c1,11,348.0,352.0,349.0,4.0
CCCCCCCC(=O)Oc1ccc2c3cccc4c(OC(=O)CCCCCCC)ccc(c5cccc1c52)c43,6,445.0,449.0,447.0,4.0
CCCCCCCC1=C(C)C(=O)n2c1cc1[nH]c(C(=O)OC)c(C)c1c2=O,5,393.0,397.0,396.0,4.0
O=C1C=C(Nc2ccc(F)cc2F)C(=O)c2ccccc21,2,439.0,443.0,441.0,4.0
CCCCCCCCN1C(=O)c2ccc3c4c(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc5c6c(ccc(c7c(-c8ccc(-n9c%10ccccc%10c%10ccccc%109)cc8)cc(c2c37)C1=O)c64)C(=O)N(CCCCCCCC)C5=O,2,561.0,565.0,563.0,4.0
COc1c2ccccc2c(OC)c2c1c1ccc(C)cc1n2C,4,401.0,405.0,403.0,4.0
COc1c2ccccc2c(OC)c2c1c1ccccc1n2C,4,405.0,409.0,405.5,4.0
COc1cc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)c(OC)cc1/C=C/c1ccncc1,4,392.0,396.0,394.5,4.0
CCCC1=C(CCC)c2cccc3c2c(cc2nc4ccccc4nc23)O1,2,499.0,503.0,501.0,4.0
O=C1NC(=O)[C@H]([C@H]2C[C@H](O)[C@@H](CO)O2)C=C1C#Cc1ccc2c(c1)C(=O)c1ccccc1-2,3,341.0,345.0,342.0,4.0
CCCCC1(CCCC)c2ccccc2-c2ccc(-c3c4c(nc5ccccc35)-c3cc5c(cc3CC4)-c3nc4ccccc4c(-c4ccc6c(c4)C(CCCC)(CCCC)c4ccccc4-6)c3CC5)cc21,2,377.0,381.0,379.0,4.0
CCCCCCCCCCCCCCCCOC(=O)c1ccc(N(c2ccccc2)c2ccccc2)cc1,6,332.0,336.0,334.0,4.0
COC(=O)c1cc(=O)n(C)c2cc(-c3ccccc3N(C)C)sc12,2,402.0,406.0,404.0,4.0
CCOC(=O)C1=CN(Cc2ccccc2)C=C(C(=O)OCC)C1,2,367.0,371.0,369.0,4.0
CCOC(=O)C1=CN(c2ccccc2)C=C(C(=O)OCC)C1,2,376.0,380.0,378.0,4.0
CCOC(=O)C1=CN(c2ccccc2)C=C(C(=O)OCC)C1c1ccccc1,2,362.0,366.0,364.0,4.0
CC1=[N+]2C(=c3c4c5ccccc5cc5cccc(c6cc(C)n(c36)[B-]2(F)F)c54)C=C1,6,583.0,587.0,583.5,4.0
COc1cc(OC)cc(-c2nnc(-c3cccc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)c3)o2)c1,6,288.0,292.0,290.0,4.0
COc1cc(OC)cc(-c2nnc(-c3ccc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)cc3)o2)c1,6,317.0,321.0,319.5,4.0
CC1=[N+]2C(=C(c3ccccc3C)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,2,595.0,599.0,597.0,4.0
O=C1c2ccccc2-c2c(-c3ccc([N+](=O)[O-])cc3)c(-c3ccc([N+](=O)[O-])cc3)c(-c3ccccc3)c3cccc1c23,2,396.0,400.0,398.0,4.0
COC(=O)c1nc2c(N(C)C)nc(N)nc2n1Cc1ccccc1,4,330.0,334.0,331.5,4.0
COC(=O)c1nc2cnc(N(C)C)nc2n1Cc1ccccc1,4,358.0,362.0,360.5,4.0
CC1CCC(O)(c2ccc(-c3cccs3)s2)CC1,6,341.0,345.0,341.0,4.0
CCCCCCCCCCCCOc1ccc(C2=c3sc4ccccc4c3=[N+]3C2=Nc2c(-c4ccc(OCCCCCCCCCCCC)cc4)c4sc5ccccc5c4n2[B-]3(F)F)cc1,3,729.0,733.0,731.0,4.0
COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3ccc(OC(=O)c4ccccc4)cc3O)nc2c1,3,334.0,338.0,334.0,4.0
COC(=O)c1cccc2c1C#Cc1c(N)cccc1OCCCO2,2,359.0,363.0,361.0,4.0
Fc1cccc(F)c1[B-]1(c2c(F)cccc2F)Oc2c(ccc3c4c(ccc23)C=[N+](c2ccccc2)[B-](c2c(F)cccc2F)(c2c(F)cccc2F)O4)C=[N+]1c1ccccc1,2,534.0,538.0,536.0,4.0
COC(=O)c1ccccc1C#Cc1ccccc1NC(C)=O,2,330.0,334.0,332.0,4.0
CCCCCCCCOc1ccc2c3cccc4c(OCCCCCCCC)ccc(c5cccc1c52)c43,6,460.0,464.0,462.0,4.0
CCCCCCOc1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(OCCCCCC)cc4)cc3)c3ccc(-c4nc5ccccc5nc4-c4ccc(N(c5ccc(/C=C/c6ccc(OCCCCCC)cc6)cc5)c5ccc(/C=C/c6ccc(OCCCCCC)cc6)cc5)cc4)cc3)cc2)cc1,2,374.0,378.0,376.0,4.0
O=C1c2ccccc2C2=Cc3ccccc3B(O)N12,4,371.0,375.0,372.0,4.0
CCCCCCOc1ccc(C#Cc2ccc(C#CC#Cc3ccc(C#Cc4ccc(OCCCCCC)c(OCCCCCC)c4)c4nsnc34)c3nsnc23)cc1OCCCCCC,6,468.0,472.0,470.5,4.0
Cc1csc2[n+]1[B-](F)(F)OC(c1ccc(N(C)C)cc1)=N2,4,403.0,407.0,405.5,4.0
CC1=N/C(=C\c2cc(N(C)C)ccc2C#N)C(=O)N1C,3,359.0,363.0,361.0,4.0
CCC1(CC)c2cc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)C(CC)(CC)c2cc(N(c3ccccc3)c3ccccc3)ccc2-1,8,359.0,363.0,361.0,4.0
O=P(c1ccccc1)(c1ccccc1)n1c2ccccc2c2cc(-n3c4ccccc4c4ccccc43)ccc21,2,340.0,344.0,342.0,4.0
COc1c2ccccc2c(OC)c2c1c1c(C)ccc(OC)c1n2C,4,414.0,418.0,416.5,4.0
COc1c2ccccc2c(OC)c2c1c1cc(C)ccc1n2C,4,410.0,414.0,411.0,4.0
COc1c2ccccc2c(OC)c2c1c1cc(Cl)ccc1n2C,4,413.0,417.0,414.5,4.0
COc1c2ccccc2c(OC)c2c1c1cc(F)ccc1n2C,4,415.0,419.0,416.5,4.0
Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,4,442.0,446.0,443.0,4.0
Clc1nc(Cl)nc(Nc2ccc3cc4ccccc4cc3c2)n1,4,394.0,398.0,395.5,4.0
Cc1nn(-c2ccccc2)c2c1c(=O)oc1ccc(-n3c4ccccc4c4cc(-n5c6ccccc6c6ccccc65)ccc43)cc12,2,342.0,346.0,344.0,4.0
CC1=CC(C)=[N+]2C1=C(c1ccc(N(C)C)cc1)c1c(C)cc(C)n1[B-]2(F)F,6,496.0,500.0,497.0,4.0
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc4c(c3)OCCO4)sc12,2,398.0,402.0,400.0,4.0
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc4c(c3)OCO4)sc12,2,400.0,404.0,402.0,4.0
F[B-]1(F)n2c(c3cc4ccccc4cc3c2-c2ccccc2)C=C2c3cc4ccccc4cc3C(c3ccccc3)=[N+]21,4,761.0,765.0,763.0,4.0
O=S1(=O)c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2C2(c3ccccc3-c3ccccc32)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,2,363.0,367.0,365.0,4.0
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,5,510.0,514.0,512.0,4.0
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,5,510.0,514.0,512.0,4.0
O=S(=O)([O-])c1ccccc1/C=C/c1ccc(-c2nnc(-c3ccc(/C=C/c4ccccc4S(=O)(=O)[O-])cc3)o2)cc1,3,344.0,348.0,346.0,4.0
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,2,749.0,753.0,751.0,4.0
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ccsc12,4,292.0,296.0,294.0,4.0
COc1ccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)cc1,2,380.0,384.0,382.0,4.0
COc1ccc(N(c2ccc(/C=C(\C)c3ccccc3)cc2)c2ccc(OC)cc2)cc1,2,347.0,351.0,349.0,4.0
COc1ccc(-c2nc(-c3ccccc3O)c(-c3ccccc3O)n2-c2ccc(C)cc2)cc1,4,304.0,308.0,304.5,4.0
Cc1cccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1O,3,391.0,395.0,392.0,4.0
CN(C)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,9,391.0,395.0,393.0,4.0
CCN(CC)c1ccc(-n2cccc2)cc1,2,276.0,280.0,278.0,4.0
Nc1ncnc2c1c(C#Cc1c3ccccc3cc3ccccc13)cn2[C@H]1C[C@H](O)[C@@H](CO)O1,5,403.0,407.0,405.0,4.0
Nc1ncnc2c1c(C#Cc1ccc3ccccc3c1)cn2[C@H]1C[C@H](O)[C@@H](CO)O1,5,315.0,319.0,318.0,4.0
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1-c1cc2ccccc2s1,4,318.0,322.0,321.0,4.0
CC1(C)CC(NCc2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1[O],4,340.0,344.0,341.5,4.0
CCN(CC)c1ccc2cc(-c3csc(N)c3C#N)c(=O)oc2c1,5,403.0,407.0,406.0,4.0
Nc1ccc2ccc3cccc4ccc1c2c34,3,357.0,361.0,361.0,4.0
CCN(CC)c1ccc2c(c1)oc(=O)c1c(=O)oc3c(OC)cccc3c12,2,458.0,462.0,460.0,4.0
Cc1ccc(-n2c(C)ccc2C)cc1,2,234.0,238.0,236.0,4.0
COc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,3,431.0,435.0,434.0,4.0
O=c1oc2ccccc2cc1-c1ccc(-c2cc3ccccc3oc2=O)cc1,6,342.0,346.0,346.0,4.0
CC(O)CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1C,3,352.0,356.0,355.0,4.0
CC(C)c1ccc(/C=C/c2nc3ccc(N(C)C)cc3s2)cc1,2,388.0,392.0,390.0,4.0
CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3ccccc3nc12)(C(C)C)C(C)C,2,693.0,697.0,695.0,4.0
Cc1ccc(OCc2cc(=O)oc3c2ccc2ccccc23)cc1,12,351.0,355.0,353.0,4.0
Cc1ccc([B-]2(c3ccc(C)cc3)n3nc(C(F)(F)F)cc3-c3c4ccccc4cc[n+]32)cc1,3,373.0,377.0,377.0,4.0
COc1ccc(C#Cc2ccc(C#Cc3ccc(P(=O)(c4ccc(C#Cc5ccc(C#Cc6ccc(OC)cc6)cc5)cc4)c4ccc(C#Cc5ccc(C#Cc6ccc(OC)cc6)cc5)cc4)cc3)cc2)cc1,7,334.0,338.0,336.0,4.0
COc1ccc2cc(C#Cc3ccc([N+](=O)[O-])cc3)ccc2c1,3,356.0,360.0,356.0,4.0
Cc1cc2ccc(-c3cccc4cccc(-c5ccc6cc(C)c(=O)oc6c5)c34)cc2oc1=O,8,324.0,328.0,325.5,4.0
CCN(CC)c1ccc(-c2ccc(-c3nc(N4CCOCC4)c4ccccc4n3)s2)cc1,2,401.0,405.0,403.0,4.0
CCN(CC)c1ccc2c(c1)oc(=O)c1c(=O)oc3cc([N+](=O)[O-])ccc3c12,2,494.0,498.0,496.0,4.0
COc1ccc2c(c1)c1c(OC)c3ccccc3c(OC)c1n2C,4,421.0,425.0,421.5,4.0
Cc1ccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c(O)c1,3,393.0,397.0,393.0,4.0
COc1nc(Cl)nc(Nc2ccc3cc4ccccc4cc3c2)n1,4,394.0,398.0,396.5,4.0
Cc1cc(N(C)C)cc(C)c1/C=C/C=C/c1ccc(C#N)cc1,3,388.0,392.0,390.0,4.0
Cc1ccc(/C=C/c2ccccc2-[n+]2noc([O-])c2C)cc1,3,310.0,314.0,312.0,4.0
COc1ccc(N(c2ccccc2)c2ccccc2)cc1,2,299.0,303.0,301.0,4.0
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(N4CCCCC4)n3)ccc21,5,367.0,371.0,369.0,4.0
COc1nc(Nc2ccc3cc4ccccc4cc3c2)nc(OC)n1,4,394.0,398.0,395.0,4.0
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)ncn3)ccc21,5,359.0,363.0,360.0,4.0
CCc1ccc(Nc2ccc3ccccc3n2)cc1,3,350.0,354.0,353.0,4.0
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,3,306.0,310.0,310.0,4.0
CN(C)c1ccc(C2=Nc3sc4cc(C(F)(F)F)ccc4[n+]3[B-](F)(F)O2)cc1,5,427.0,431.0,430.0,4.0
CN(C)c1ccc(C2=Nc3sc4cc(Cl)ccc4[n+]3[B-](F)(F)O2)cc1,5,426.0,430.0,430.0,4.0
CN(C)c1ccc(C2=Nc3sc4cc(F)ccc4[n+]3[B-](F)(F)O2)cc1,5,422.0,426.0,425.0,4.0
CN(C)c1ccc(C2=Nc3sc4ccccc4[n+]3[B-](F)(F)O2)cc1,5,421.0,425.0,424.0,4.0
CN(C)c1ccc(C2=Nc3scc(-c4ccc(C#N)cc4)[n+]3[B-](F)(F)O2)cc1,4,411.0,415.0,412.5,4.0
CN(C)c1ccc(/C=C/c2ccccc2)cc1,2,347.0,351.0,349.0,4.0
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,3,276.0,280.0,279.0,4.0
CCOC(=O)C1c2cc(OC)c(OC)cc2C(=O)N1c1ccc(OC)c(OC)c1,4,299.0,303.0,302.5,4.0
CCOC(=O)C1c2ccccc2C(=O)N1c1ccccc1,4,282.0,286.0,283.0,4.0
N#Cc1ccc(N/N=C/c2cc([N+](=O)[O-])ccc2O)cc1,2,336.0,340.0,338.0,4.0
CCOc1ccc2c(-c3nc(-c4ccccc4)no3)cc(=O)oc2c1,2,388.0,392.0,390.0,4.0
CC(=O)c1c2c(cc3ccc(N(C)C)cc13)CCC2,9,373.0,377.0,377.0,4.0
c1ccc2c(-n3cnc4ccccc43)cccc2c1,9,282.0,286.0,284.0,4.0
C=CC1CN2CCC1CC2[C@@H](OCc1ccccc1)c1ccnc2ccc(O)cc12,5,334.0,338.0,335.0,4.0
C1=[N+](c2ccccc2)[B-]2(Oc3c1ccc1c4c(ccc31)C=[N+](c1ccccc1)[B-]1(O4)c3ccccc3Oc3ccccc31)c1ccccc1Oc1ccccc12,2,545.0,549.0,547.0,4.0
C1=Nc2cccc3cccc(c23)N1,4,329.0,333.0,330.0,4.0
C1=C(c2ccc(-c3cccs3)s2)CCCC1,6,341.0,345.0,343.0,4.0
C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,5,379.0,383.0,382.0,4.0
C=O.COCCOCCCOc1ccc(/C=C/c2c(I)c(C)c3n2[B-](F)(F)[N+]2=C(C)C(I)=C(C)C2=C3c2cc(OC)cc(OC)c2)cc1,3,597.0,601.0,598.0,4.0
c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3ccc5ccc6cccc7cc2c3c5c67)-c2ccc3ccc5cccc6cc(c2c3c56)C4(c2ccccc2)c2ccccc2)cc1,5,400.0,404.0,401.0,4.0
Brc1ccc(Nc2ccc3ccccc3n2)cc1,3,347.0,351.0,347.0,4.0
COC(=O)C(Cc1ccc2oc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1)NC(=O)OC(C)(C)C,22,339.6047001,343.59538210000005,341.40762374999997,3.9906820000000494
CC1(C)Cc2c(c3ccccc3c3nc4ccccc4nc23)O1,6,455.996352,459.9816007,458.0852038,3.9852486999999996
CN(C)c1cc(-c2ccc(C#Cc3ccccc3)cc2)cc2ccccc12,3,300.2862595,304.0,302.57633589999995,3.7137404999999717
CC1(C)c2ccccc2N(c2ccc3c(c2)C(C)(C)c2cc(N4c5ccccc5C(C)(C)c5ccccc54)ccc2S3(=O)=O)c2ccccc21,2,361.4035088,365.0,363.2017544,3.5964912000000027
CC1=[N+]2C(=Cc3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,2,589.0,592.5,590.75,3.5
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,2,435.0,438.5,436.75,3.5
CC1=[N+]2C(=C(c3cccs3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,2,605.0,608.5,606.75,3.5
N#Cc1ccc(C[C@H](N)C(=O)O)cc1,3,233.3347559,236.8079946,233.5828443,3.473238699999996
Cc1ccc(N(c2cc(C(C)(C)C)ccc2C)c2ccc3ccc4c(N(c5ccc(C)cc5C)c5cc(C(C)(C)C)ccc5C)ccc5ccc2c3c54)c(C)c1,2,431.0,434.3026121,432.65130605,3.302612099999976
c1ccc(-c2cc(-c3ccc(N4c5ccccc5C5(c6ccccc64)c4ccccc4N(c4ccc(-c6cc(-c7ccccc7)nc(-c7ccccc7)n6)cc4)c4ccccc45)cc3)nc(-c3ccccc3)n2)cc1,2,382.0334262,385.1973684,383.61539730000004,3.163942200000008
c1ccc(-c2cc(-c3ccc4ccc5c(-c6ccnc(-c7ccccn7)c6)ccc6ccc3c4c65)ccn2)nc1,9,359.99712,363.0027588,360.9977979,3.0056387999999856
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1oc1cc(N)ccc12,3,587.0,590.0,588.0,3.0
N#Cc1cnc(-c2c3ccccc3c(-c3ncc(C#N)cn3)c3ccccc23)nc1,2,391.0,394.0,392.5,3.0
c1cnc(-c2c3ccccc3c(-c3cncnc3)c3ccccc23)nc1,2,391.0,394.0,392.5,3.0
c1ccc2c(-c3cncnc3)c3ccccc3c(-c3cncnc3)c2c1,2,394.0,397.0,395.5,3.0
Cc1cc(O)c(C(=O)/C=C/c2ccc(O)c(O)c2)c(=O)o1,2,387.0,390.0,388.5,3.0
NC(=O)Cc1cccc2ccccc12,7,280.0,283.0,282.0,3.0
Cc1cc(O)c(C(=O)/C=C/c2ccc([N+](=O)[O-])cc2)c(=O)o1,2,358.0,361.0,359.5,3.0
COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,4,441.0,444.0,442.5,3.0
CCN(CC)c1ccc(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])cc1,3,511.0,514.0,514.0,3.0
N#Cc1cnc(-c2c3ccccc3cc3ccccc23)nc1,2,382.0,385.0,383.5,3.0
Nc1ccc(O)c(C(=O)[O-])c1,2,331.0,334.0,332.5,3.0
CC[N+]1(CC)CN2C(C)=CC(C)=C(C(=O)O)C2=N1,2,343.0,346.0,344.5,3.0
Cc1ccc(-c2c3ccc([nH]3)c3nc(c(-c4ccc([N+](=O)[O-])cc4)c4ccc([nH]4)c4ccc([nH]4)c(-c4ccc(C)cc4)c4ccc2o4)C=C3)cc1,3,445.0,448.0,448.0,3.0
CN(C)c1nc(N)c2nc(C#N)n(Cc3ccccc3)c2n1,4,336.0,339.0,338.0,3.0
CN(C)c1ccc(C2=Nc3sc4c(F)c(F)c(F)c(F)c4[n+]3[B-](F)(F)O2)cc1,4,431.0,434.0,432.0,3.0
CN(C)c1ccc2cc(C#Cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c4ncnc(N)c34)ccc2c1,6,333.0,336.0,334.5,3.0
CC(C)c1ccc2ccc3cccc4ccc1c2c34,3,337.0,340.0,338.0,3.0
Cc1ccc(/C=C/c2ccccc2-[n+]2noc([O-])c2-c2ccccc2)cc1,3,313.0,316.0,315.0,3.0
Cc1ccc(C#Cc2ccc3ccc4cccc5ccc2c3c45)cc1,4,362.0,365.0,362.0,3.0
Oc1ccc(-c2cccs2)cc1-c1nc2ccccc2s1,3,360.0,363.0,361.0,3.0
Oc1ccc2ncccc2c1,5,330.0,333.0,331.0,3.0
CC(C)(C)c1ccc2oc3nc4oc5ccc(-n6c7ccccc7c(=O)c7ccccc76)cc5c4cc3c2c1,2,393.0,396.0,394.5,3.0
CC(C)(C)c1ccc2oc3nc4oc5ccc(-n6c7ccccc7c7ccccc76)cc5c4cc3c2c1,2,345.0,348.0,346.5,3.0
CC(C)(C)c1ccc2ccc3c(C(C)(C)C)ccc4ccc1c2c43,3,345.0,348.0,346.0,3.0
CC(C)(C)c1ccc(C2=CC(c3ccccc3)=[N+]3C2=Nc2c(-c4ccc(C(C)(C)C)cc4)cc(-c4ccccc4)n2[B-]3(F)F)cc1,3,654.0,657.0,654.0,3.0
CCCn1c(=O)c(/C=C/c2nc3ccc(C)cc3n(CCC)c2=O)nc2ccc(C)cc21,3,431.0,434.0,434.0,3.0
CC(=O)Nc1cccc2c1C#Cc1c(cccc1C(=O)N(C)C)OCCCO2,2,315.0,318.0,316.5,3.0
CC(=O)Nc1ccc2ccc3cccc4ccc1c2c34,3,338.0,341.0,339.0,3.0
c1cc2ccc3ccc(-n4c5ccccc5c5ccccc54)c4ccc(c1)c2c34,4,344.0,347.0,344.0,3.0
Cc1cc(O)c(C(=O)/C=C/c2ccc(Cl)cc2)c(=O)o1,2,357.0,360.0,358.5,3.0
c1ccc(-c2c3ccccc3c(-c3ncccn3)c3ccccc23)cc1,2,390.0,393.0,391.5,3.0
c1ccc(-c2c3ccccc3c(-c3cncnc3)c3ccccc23)cc1,2,394.0,397.0,395.5,3.0
O=C([O-])c1ccc(C(=O)[O-])c(C2=c3cc4c5c(c3Oc3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)c1,2,571.0,574.0,572.5,3.0
CCCCc1cc(CCCC)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c43,3,358.0,361.0,359.0,3.0
CCCCc1ccc2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,3,351.0,354.0,352.0,3.0
CCCCc1ccc2ccc3c(CCCC)ccc4ccc1c2c43,3,344.0,347.0,344.0,3.0
O=c1oc2ccccc2c2c1c(=O)oc1cc(O)cc(O)c12,2,385.0,388.0,386.5,3.0
CC1(C)CC(/N=C/c2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1,4,358.0,361.0,359.5,3.0
CN(C)c1ccc2c(c1)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C2C#Cc1ccccc1,2,677.0,680.0,678.5,3.0
CCCCc1ccc2ccc3cccc4ccc1c2c34,3,338.0,341.0,338.0,3.0
COc1ccc(OC)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,3,396.0,399.0,397.0,3.0
CC(C)(C)c1ccc2ccc3cccc4ccc1c2c34,3,338.0,341.0,338.0,3.0
O=P1(c2ccccc2)C(c2ccccc2)=Cc2ccccc21,2,347.0,350.0,348.5,3.0
CC1=[N+]2C(=C(c3ccc(Br)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,2,598.5,601.5,600.0,3.0
O=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)o1,3,360.0,363.0,360.0,3.0
c1ccc2cc(-n3cnc4ccccc43)ccc2c1,9,275.0,278.0,276.0,3.0
c1ccc2c(c1)c1ccccc1c1[nH]c(-c3ccc(-c4nc5c6ccccc6c6ccccc6c5[nH]4)cc3)nc21,5,410.0,413.0,411.0,3.0
c1ccc2c(c1)-c1ccccc1C21c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc2Sc2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc21,2,341.0,344.0,342.5,3.0
Cc1cc(-c2c3ccccc3c(-c3ccc4ccccc4c3)c3ccccc23)c(C)cc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,2,398.0,401.0,399.5,3.0
Cc1cc(=O)oc2c1cc(Br)c1occ(C)c12,2,330.0,333.0,331.5,3.0
c1ccc2cc3ccccc3cc2c1,2,355.0,358.0,356.5,3.0
CSc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,3,312.0,315.0,314.0,3.0
c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc5S4)c4ccccc4-c4ccccc43)cc2)cc1,2,356.0,359.0,357.5,3.0
C[Si](C)(C)c1ccc2ccc3cccc4ccc1c2c34,3,340.0,343.0,340.0,3.0
