canon,n_solvents,lmax_min,lmax_max,lmax_median,span_nm
CN(C)c1ccc(C2=[N+]3C(=Nc4c(-c5ccc(O)cc5)cc(-c5ccc(N(C)C)cc5)n4[B-]3(F)F)C(c3ccc(O)cc3)=C2)cc1,3,775.0,794.0,778.0,19.0
N#Cc1ccc(/C=C/C=C/c2ccc([N+](=O)[O-])cc2)cc1,6,362.0,381.0,374.5,19.0
CN(C)c1ccc(/C=C/c2cccnn2)cc1,5,361.0,380.0,369.0,19.0
CN(C)c1ccc2nc(-c3ccc(C(=O)OC(C)(C)C)cc3)sc2c1,7,384.0,403.0,392.0,19.0
CCn1nc(-c2ccc(C)cc2)c2ccc3[o+]c(-c4ccc(C)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],6,496.0,515.0,498.0,19.0
CCN(CC)c1ccc2nc3ccc(=[N+](CC)CC)cc-3oc2c1,18,643.0,662.0,649.0,19.0
CC(C)(C)C1Nc2ccccc2C(=O)N1c1ccccc1,5,337.0,356.0,344.0,19.0
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,4,541.0,560.0,553.5,19.0
CCCCC(CC)COC(=O)/C=C/c1ccc(OC)c(OC)c1OC,2,290.0,309.0,299.5,19.0
C(=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,7,502.0,521.0,513.0,19.0
Cc1cc(=O)oc2cc3c4ccccc4c4ccccc4c3cc12,6,362.0,381.0,377.5,19.0
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,7,457.0,476.0,463.0,19.0
COc1ccc(C(=Cc2ccc(C=O)cc2)c2ccc(OC)cc2)cc1,2,356.0,375.0,365.5,19.0
O=[N+]([O-])c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,8,334.0,353.0,347.5,19.0
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,9,325.0,344.0,329.0,19.0
COc1cccc(OC)c1-c1c2ccc(=[N+]3CCNCC3)cc-2oc2cc(N3CCNCC3)ccc12,2,542.0,561.0,551.5,19.0
COc1cccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5cccc(OC)c5)n4[B-](F)(F)[N+]2=C3)c1,5,552.0,571.0,563.0,19.0
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,17,458.0,477.0,465.0,19.0
C(C1=[NH+]c2cccc3cccc1c23)=c1[nH]c2cccc3cccc1c32,2,538.0,557.0,547.5,19.0
CC(C)(C)c1cc2ccc3cc(C(C)(C)C)cc4c3c2c(c1)c(=O)n1c4nc2c3cc(C(C)(C)C)cc4ccc5cc(C(C)(C)C)cc(c5c43)c21,12,382.0,401.0,395.0,19.0
C(=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)\c1ccc(-c2ccc(/C=C/c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1,3,370.0,389.0,372.0,19.0
CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,2,332.0,351.0,341.5,19.0
COc1ccc2c(c1)CCc1c-2nc(N)c(C#N)c1-c1ccc(Br)cc1,10,360.0,379.0,367.0,19.0
CCOC(=O)CC[N+]1=c2cc3c(cc2CCC1)=Cc1c(c2ccc(N(C)C)cc2oc1=O)O3,4,587.0,606.0,592.0,19.0
Oc1ccc2ccccc2c1-c1nc(-c2ccccc2)c2ccccn12,5,343.0,362.0,355.0,19.0
CN(C)c1ccc(/C=C/C(=O)c2ccccc2)cc1,10,404.0,423.0,413.5,19.0
N#Cc1ccc(N)cc1C#N,4,316.0,335.0,327.0,19.0
N#Cc1cc(-c2ccc(F)cc2)cnc1O,9,343.0,362.0,353.0,19.0
Cc1cc(C)n2c1C=C1c3ccccc3C(c3[nH]c4ccccc4c3C)=[N+]1[B-]2(F)F,6,596.0,615.0,606.0,19.0
Cc1nn(-c2ccccc2)c(C2=NN(c3ccc(Br)cc3)[C@@H](c3ccccc3)[C@@H]2c2ccccc2)c1C#N,10,372.0,391.0,376.5,19.0
O=P(c1ccccc1)(c1ccc(N2c3ccccc3Oc3ccccc32)cc1)c1ccc(N2c3ccccc3Oc3ccccc32)cc1,2,370.0,389.0,379.5,19.0
CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,6,419.0,438.0,431.0,19.0
CCC1=C(C)C2=C(C)c3c(I)c(I)cn3[B-](F)(F)[N+]2=C1C,6,497.0,515.5,504.5,18.5
O=C(c1ccncc1)c1ccc(-n2c3ccc(-n4c5ccccc5c5ccccc54)cc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1,3,341.83123880000005,360.0840336,341.83123880000005,18.252794799999947
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,28,385.2080123,403.3884631,391.00685755,18.180450800000017
C(=C/c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1)\c1ccncc1,4,349.0,367.0,360.0,18.0
COc1ccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5ccc(OC)cc5)n4[B-](F)(F)[N+]2=C3)cc1,5,561.0,579.0,571.0,18.0
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3cc4c(cc(-c5ccc(N(c6ccc(C)cc6)c6ccc(C)cc6)cc5)c5nsnc54)c4nsnc34)cc2)cc1,3,518.0,536.0,520.0,18.0
C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,10,342.0,360.0,355.0,18.0
CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c(nc12)C1c2ccccc2C3c2ccccc21)(C(C)C)C(C)C,2,445.0,463.0,454.0,18.0
CC(=O)OCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOC(C)=O)C3=O,3,604.0,622.0,610.0,18.0
CN(C)c1ccc(/C=C/c2ncc3ccccc3n2)cc1,2,395.0,413.0,404.0,18.0
CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,10,410.0,428.0,419.5,18.0
Cc1ccc(-c2cc(C)[o+]c(C)c2)cc1,2,347.0,365.0,356.0,18.0
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,11,465.0,483.0,472.0,18.0
COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2cc(N)ccc12,4,497.0,515.0,503.0,18.0
CCC1=C(C)C2=Cc3cccn3[B-](F)(F)[N+]2=C1C,6,494.5,512.5,504.75,18.0
CCCCCCOc1cc(C=C2C(=O)c3ccccc3C2=O)c(OCCCCCC)cc1C=C1C(=O)c2ccccc2C1=O,2,512.0,530.0,521.0,18.0
COc1c2ccccc2c(OC)c2c(C#Cc3ccccc3)c3cc4sccc4cc3c(C#Cc3ccccc3)c12,2,656.0,674.0,665.0,18.0
COC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,7,387.0,405.0,394.0,18.0
N#CC(C#N)=C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(C#N)C#N)c3ccccc3)cc2)cc1)c1ccccc1,10,505.0,523.0,508.0,18.0
CN(C)c1ccc(-c2ccc(-c3cc(N4CCCCC4)c(C#N)c4c3-c3ccccc3CC4)cc2)cc1,6,342.0,360.0,349.0,18.0
CC(=O)n1cc(/C=C/c2ccc([N+](=O)[O-])cc2)c2ccccc21,4,363.0,381.0,375.5,18.0
CCc1c(C)[nH]c(C2=[N+]3C(=Cc4c(C)c(CC)c(/C=C/c5ccc(N(C)C)cc5)n4[B-]3(F)F)c3ccccc32)c1C,6,712.0,730.0,719.5,18.0
CN(C)c1ccc2nc(-c3ccc(C(=O)OC[C@H](NC(=O)OC(C)(C)C)C(=O)OCc4ccccc4)cc3)sc2c1,7,390.0,408.0,397.0,18.0
CCOc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2CC,9,458.0,476.0,468.0,18.0
N=c1oc2ccccc2cc1-c1ccc([N+](=O)[O-])cc1,4,350.0,368.0,353.5,18.0
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,9,391.0,409.0,400.0,18.0
COC1=[N+]2C(=C(c3ccccc3)c3ccc(OC)n3[B-]2(F)F)C=C1SC#N,5,497.0,515.0,506.0,18.0
O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccc5cccc6ccc3c4c56)c3cccc1c23,4,447.0,465.0,456.0,18.0
CCC1=C(C)C2=C(C)c3cc(I)cn3[B-](F)(F)[N+]2=C1C,6,499.5,517.5,504.0,18.0
COc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2C,10,458.0,476.0,466.0,18.0
CCOC(=O)COc1ccc(/C=C/c2c(CC)c(C)c3n2[B-](F)(F)[N+]2=C(c4[nH]c(C)c(CC)c4C)c4ccccc4C2=C3C)cc1,6,664.0,682.0,675.0,18.0
CC(C)[Si]1(C(C)C)c2cc(C#N)ccc2-c2ccc(N(C)C)cc21,7,357.0,375.0,360.0,18.0
CC(C)=CC(=O)c1cc2c(cc1F)NC(C)(C)CC2=O,2,356.0,374.0,365.0,18.0
O=S(=O)(c1cccc(-n2c3ccccc3c3ccccc32)c1)c1cccc(-n2c3ccccc3c3ccccc32)c1,4,323.0,341.0,338.0,18.0
Nc1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[NH2+])cc-3oc2c1,4,497.0,515.0,499.5,18.0
COc1ccc(C2=[N+]3C(=C(c4ccc(C#N)cc4)c4cc(-c5cccs5)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C=C2c2cccs2)cc1,3,635.0,653.0,645.0,18.0
CCN(CC)c1ccc2cc(-c3cc(SC)c(C#N)c(=O)o3)c(=O)oc2c1,10,509.0,527.0,514.0,18.0
C#CCNC1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,5,450.5,468.5,453.0,18.0
COc1cc(OC)cc(C2=C3C(C)=C(I)C(C)=[N+]3[B-](F)(F)n3c(/C=C/c4c[nH]c5ccccc45)c(I)c(C)c32)c1,3,618.0,636.0,627.0,18.0
Fc1c(F)c(F)c([B-]2(c3c(F)c(F)c(F)c(F)c3F)Oc3c(ccc4c5c(ccc34)C=[N+](c3ccccc3)[B-](c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)O5)C=[N+]2c2ccccc2)c(F)c1F,5,515.0,533.0,522.0,18.0
COCCOCCOCCNc1cc2c3c(c(NCCOCCOCCOC)cc4c3c1C(=O)N(CCOCCOCCOC)C4=O)C(=O)N(CCOCCOCCOC)C2=O,3,605.0,623.0,610.0,18.0
c1ccc(-c2nc(-c3c[nH]c4ccccc34)n3ccccc23)cc1,5,372.0,390.0,381.0,18.0
CCCCCCCCCCn1cc(C2=C(c3cn(CCCCCCCCCC)c4ccccc34)C(=O)N(C)C2=O)c2ccccc21,10,462.0,480.0,471.5,18.0
C1CCN2CCCn3c2c(c2c3=NCCN=2)C1,2,352.0,370.0,361.0,18.0
CN1c2ccc(C(=O)c3ccccc3)cc2Sc2cc(C(=O)c3ccccc3)ccc21,6,390.0,408.0,406.0,18.0
c1ccc(C(=C(c2ccccc2)c2ccc(-c3nc4c(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)sc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)c4nc3-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)c2ccccc2)cc1,2,520.0,538.0,529.0,18.0
Cc1cc(=O)c2ccc(N)cc2o1,12,311.0,329.0,324.0,18.0
C[N+]1=C(/C=C/C2=C3Oc4c(cc5c6c4CCCN6CCC5)C(c4ccccc4C(=O)O)=C3CCC2)C(C)(C)c2c1ccc1ccccc21,4,728.0,746.0,736.0,18.0
C(=C/c1ccnc2ccccc12)\c1ccc(/C=C/c2ccnc3ccccc23)cc1,13,364.0,382.0,374.0,18.0
CC[N+](CC)=c1ccc2c(C(F)(F)F)c3oc4cc(N)ccc4c3oc-2c1,3,640.0,658.0,640.0,18.0
Oc1ccc2ccccc2c1,2,310.4625893,328.0,319.23129465,17.53741070000001
CN(C)c1ccc(C#Cc2ccc(C=O)cc2)cc1,16,372.4949713,390.00039,381.00383969999996,17.505418700000007
CCCCCCCCCCCCCCCC[n+]1ccc(/C=C(\C)c2ccccc2)cc1,15,383.2,400.6,387.4,17.400000000000034
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,11,413.9072848,431.0344828,421.9409283,17.127197999999964
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N,4,520.0,537.1,531.5,17.100000000000023
CCCCCC(=O)c1c2c(c(C(=O)CCCCC)c3c1OC1(CCCC1)O3)OC1(CCCC1)O2,5,435.0,452.0,449.0,17.0
FC(F)(F)C(F)(F)C(F)(F)C1=NC2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)C=C3c4cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5nc(C(F)(F)C(F)(F)C(F)(F)F)nc6c(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)cc(c4c56)=C4C=C(c5ccc(N(c6ccccc6)c6ccccc6)cc5)C(=N1)C2C34,2,594.0,611.0,602.5,17.0
CCN(CC)c1cccc(C=O)c1,8,367.0,384.0,381.0,17.0
Nc1cc[nH]c(=S)n1,6,269.0,286.0,281.5,17.0
C=CCNc1ccc2ccc3oc4cc(=O)ccc-4nc3c2c1,4,522.0,539.0,534.0,17.0
CN(C)c1ccc(/C=C/c2cnc3ccccc3n2)cc1,5,418.0,435.0,424.0,17.0
CCn1nc(-c2ccc(F)cc2)c2ccc3[o+]c(-c4ccc(F)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],6,485.0,502.0,486.5,17.0
CN(C)c1ccc(-c2nc(C#N)c(C#N)n2C)cc1,4,309.0,326.0,318.0,17.0
CC(C)(C)C1Nc2c(Br)cc(Br)cc2C(=O)N1Cc1ccccc1,5,351.0,368.0,359.0,17.0
CC(C)(C)C1Nc2c(Cl)cc(Cl)cc2C(=O)N1Cc1ccccc1,5,350.0,367.0,357.0,17.0
CN(CCO)c1ccc(/C=C/C2=CC(=C(C#N)C#N)CC(C)(C)C2)cc1,6,493.0,510.0,499.5,17.0
Cc1ccc(-c2cc(-c3ccc(C)cc3)c(C#N)c(=O)[nH]2)cc1,7,366.0,383.0,374.0,17.0
O=C1NC(=O)[C@H]([C@H]2C[C@H](O)[C@@H](CO)O2)C=C1C#Cc1ccc2c(c1)Cc1ccccc1-2,3,358.0,375.0,370.0,17.0
N#Cc1ccc(N(c2ccc(C#N)cc2)c2ccc3c4cccc5c(N(c6ccc(C#N)cc6)c6ccc(C#N)cc6)ccc(c6cccc2c63)c54)cc1,6,446.0,463.0,450.5,17.0
COCCOCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOCCOC)C3=O,3,604.0,621.0,610.0,17.0
O=C1NC(=O)/C(=C\c2ccccc2O)S1,8,347.0,364.0,351.5,17.0
COC(=O)c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C(=O)OC)cc7)s6)o5)cc4)o3)s2)cc1,11,333.0,350.0,340.0,17.0
COC(=O)/C(C#N)=C/c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1,9,330.0,347.0,333.0,17.0
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,9,443.0,460.0,447.0,17.0
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,8,682.0,699.0,686.5,17.0
CCCSc1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,5,538.0,555.0,549.0,17.0
CN(C)c1ccc(C#Cc2ccc3ccc4c(C#Cc5ccc(N(C)C)cc5)ccc5ccc2c3c54)cc1,9,430.0,447.0,433.0,17.0
O=C1c2ccccc2NCN1Cc1ccccc1,5,323.0,340.0,329.0,17.0
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,7,442.0,459.0,447.0,17.0
CN(C)c1ccc(/C=C/C(=O)c2ccc(Cl)cc2)cc1,10,413.0,430.0,423.0,17.0
COc1cc(OC)c2c(c1)C(=O)c1cc(OC)cc(OC)c1-2,3,489.0,506.0,504.0,17.0
O=S1(=O)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)C1(C3=C(c4ccccc41)S(=O)(=O)c1cc(N(c4ccccc4)c4ccccc4)ccc13)c1ccccc12,5,434.0,451.0,446.0,17.0
CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,9,425.0,442.0,434.0,17.0
CN(C)c1ccc(C(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,4,337.0,354.0,349.0,17.0
Clc1ccc(/C=C/c2ccc(-c3nc4c5cccnc5c5ncccc5c4[nH]3)cc2)cc1,4,360.0,377.0,372.0,17.0
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,3,524.0,541.0,527.0,17.0
Cn1c(=O)c(/N=N/c2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)c(O)c2ccccc21,8,413.0,430.0,421.5,17.0
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,8,680.0,697.0,684.0,17.0
Oc1ccc2ccccc2c1C1Nc2cccc3cccc(c23)N1,4,333.0,350.0,335.5,17.0
CCOC(=O)C1c2ccccc2C(=O)N1c1ccc(OC)cc1,4,283.0,300.0,297.5,17.0
CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,8,358.0,375.0,363.5,17.0
CCCCOc1ccc(-c2oc3cc4n(c3c2-c2ccc(OCCCC)cc2)[B-](F)(F)[N+]2=Cc3cc5oc(-c6ccc(OCCCC)cc6)c(-c6ccc(OCCCC)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,6,593.0,610.0,601.0,17.0
CC1(C)CC(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)=CC(=C(C#N)C#N)C1,6,405.0,422.0,409.0,17.0
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,7,468.0,485.0,477.0,17.0
CC[n+]1ccc(/C=C/c2cc3cccc4ccc5cccc2c5c43)cc1,6,411.0,428.0,422.0,17.0
COc1ccc(C2=CC3=C(c4c(C)cc(C)cc4C)c4cc(-c5ccc(OC)cc5)c(-c5ccc(OC)cc5)n4[B-](F)(F)[N+]3=C2c2ccc(OC)cc2)cc1,5,608.0,625.0,621.0,17.0
COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,18,593.0,610.0,597.5,17.0
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,3,499.0,516.0,500.0,17.0
c1ccc(-c2cc(-c3ccccc3)[o+]c(-c3ccccc3)c2)cc1,2,403.0,420.0,411.5,17.0
CC(C)(C)c1cc(-n2c(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc3c2cc(-c2ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc2)n3-c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,2,398.0,415.0,406.5,17.0
c1ccc(-c2nc(-c3cccc4ccccc34)n3ccccc23)cc1,5,350.0,367.0,357.0,17.0
COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3ccc(OC(=O)c4ccccc4)cc3OC(=O)c3ccccc3)nc2c1,3,306.0,323.0,306.0,17.0
N#C/C(=C\C=C\c1ccc([N+](=O)[O-])cc1)c1ccccc1,6,356.0,373.0,367.0,17.0
Cc1cc(-c2ccccc2)cc(C)[o+]1,2,326.0,343.0,334.5,17.0
CC(=O)OCCN1C(=O)c2cccc3c(Oc4ccc(C#N)cc4)ccc(c23)C1=O,2,351.0,368.0,359.5,17.0
Cc1cc(C(F)(F)F)nc2c1ccc1nc(-c3ccc(Cl)cc3)cn12,9,359.6,376.5,368.6,16.899999999999977
COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,35,339.6047001,355.6946717,349.1985892,16.089971600000013
CC[n+]1c(C=C2C(=O)C(C=C3N(C)c4ccc(Cl)cc4C3(C)C)=C2[O-])sc2ccccc21,3,634.0,650.0,649.0,16.0
CCc1c(C)[nH]c(C2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)c3ccccc32)c1C,6,607.0,623.0,615.5,16.0
Cc1cc(C(F)(F)F)nc2c1ccc1nc(-c3ccc(F)c(F)c3)cn12,9,356.0,372.0,364.5,16.0
C(/C=C/c1cc2c3c(c1)CCCN3CCC2)=C\c1ccncc1,4,403.0,419.0,413.0,16.0
COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3ccc(O)cc3O)nc2c1,3,320.0,336.0,321.0,16.0
Cc1cc(-c2ccccc2C)cc(C)[o+]1,2,327.0,343.0,335.0,16.0
c1ccc(-c2nc(-c3c4ccccc4cc4ccccc34)n3ccccc23)cc1,5,366.0,382.0,375.0,16.0
CC(C)(C)c1ccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5ccc(C(C)(C)C)cc5)n4[B-](F)(F)[N+]2=C3)cc1,5,557.0,573.0,567.0,16.0
CN(C)c1ccc(C#Cc2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,4,356.0,372.0,363.0,16.0
CS(=O)(=O)c1ccc(-c2cc3ccc(N)cc3c(=O)o2)cc1,8,351.0,367.0,362.0,16.0
O=S1(=O)c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)cc2C2(c3cc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)ccc31)c1cc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)ccc1S(=O)(=O)c1ccc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)cc12,2,337.0,353.0,345.0,16.0
COc1ccc(C(=Cc2ccc(/C=C/c3ccc(C#N)cc3)cc2)c2ccc(OC)cc2)cc1,2,379.0,395.0,387.0,16.0
Cc1ccc(O)c(C(=O)[O-])c1,2,305.0,321.0,313.0,16.0
COc1ccc(/C=C/C2=[O+][B-](F)(F)OC(/C=C/c3ccc(OC)c4ccccc34)=C2c2ccccc2)c2ccccc12,6,540.0,556.0,545.5,16.0
CC(C)[Si]1(C(C)C)c2cc(C=O)ccc2-c2ccc(N(C)C)cc21,7,384.0,400.0,392.0,16.0
OCC1O[C@@H](Cc2cc(O)cc(/C=C/c3ccc(O)c(O)c3)c2)[C@H](O)[C@@H](O)[C@@H]1O,15,311.0,327.0,314.0,16.0
CN(C)c1ccc(C2=Cc3cc(Cl)nc[n+]3[B-](F)(F)O2)cc1,6,444.0,460.0,452.5,16.0
CCN(CC)c1ccc2c(c1)OC1=C(/C=C/C3=[N+](C)c4ccc5ccccc5c4C3(C)C)CCCC1=C2c1ccccc1C(=O)O,4,720.0,736.0,723.0,16.0
CCN(CC)c1ccc2c(c1)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2c1ccccc1C(=O)O,4,700.0,716.0,704.0,16.0
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,8,677.0,693.0,682.5,16.0
COc1cc(-c2nnc(-c3ccc4ccc5cccc6ccc3c4c56)o2)cc(OC)c1OC,7,391.0,407.0,393.0,16.0
COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3cccc(Oc4ccccc4)c3)nc2c1,3,305.0,321.0,305.0,16.0
COc1cc(OC)cc(C2=C3C(C)=C(I)C(C)=[N+]3[B-](F)(F)n3c(/C=C/c4c[nH]c5ccc([N+](=O)[O-])cc45)c(I)c(C)c32)c1,3,606.0,622.0,612.0,16.0
O=S(=O)([O-])c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(/C=C/c5ccc(S(=O)(=O)[O-])cc5S(=O)(=O)[O-])cc4)o3)cc2)c(S(=O)(=O)[O-])c1,3,348.0,364.0,349.0,16.0
CCOC(=O)COc1ccc(/C=C/C2=C3c4ccccc4C(c4[nH]c(C)cc4C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(OCC(=O)OCC)cc4)cc(C)c32)cc1,6,667.0,683.0,675.0,16.0
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,13,396.0,412.0,406.0,16.0
COc1ccc(-n2c3ccccc3c3cc(/C=C/C(=C(C#N)C#N)c4ccccc4)ccc32)cc1,8,443.0,459.0,448.5,16.0
COc1cc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,9,464.0,480.0,471.0,16.0
CON(OC)c1cc2c3cc(-c4c(C)cc(C)cc4C)cc4c5cc(-c6c(C)cc(C)cc6C)cc6c7cc(B(c8c(C)cc(C)cc8C)c8c(C)cc(C)cc8C)cc8c9cc(-c%10c(C)cc(C)cc%10C)cc%10c%11cc(-c%12c(C)cc(C)cc%12C)cc%12c(c1)c2c1c(c43)c(c65)c(c78)c(c9%10)c1c%11%12,6,445.0,461.0,451.0,16.0
COc1ccc(-n2c(-c3ccc(-c4cncc5ccccc45)cc3)nc3c4ccccc4c4ccccc4c32)cc1,2,349.0,365.0,357.0,16.0
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,8,679.0,695.0,684.5,16.0
CCCCn1cc(/C=C/c2cc(=O)oc3cc(C)ccc23)c2ccccc21,2,398.0,414.0,406.0,16.0
O=CC1=C(c2ccc(-c3cccs3)s2)CC1,6,380.0,396.0,387.5,16.0
F[B-]1(F)n2c(cc(-c3ccccc3)c2-c2ccccc2)C(c2ccccc2)=C2C=C(c3ccccc3)C(c3ccccc3)=[N+]21,4,576.0,592.0,585.0,16.0
O=C1c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C(=O)N1c1ccccc1,4,403.0,419.0,406.5,16.0
CCC1(CC)c2cc(C=O)ccc2-c2ccc(N(C)C)cc21,7,379.0,395.0,388.0,16.0
CNc1cccc2c1C(=O)c1ccccc1-2,4,432.0,448.0,445.0,16.0
CN(C)c1cccc2c1C(=O)c1ccccc1-2,4,433.0,449.0,444.5,16.0
